Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Chr	Strand	Start	End
Olfr155	old symbol	MGI:1352681	Or13c7	olfactory receptor family 13 subfamily C member 7	protein coding gene	4	+	43854292	43855463
Tmem246	old symbol	MGI:1914313	Pgap4	post-GPI attachment to proteins GalNAc transferase 4	protein coding gene	4	-	49584506	49597876
Olfr275	old symbol	MGI:3030109	Or13f5	olfactory receptor family 13 subfamily F member 5	protein coding gene	4	+	52825399	52826358
Olfr273	old symbol	MGI:3030107	Or13c3	olfactory receptor family 13 subfamily C member 3	protein coding gene	4	-	52855558	52856511
Olfr272	old symbol	MGI:3030106	Or13c25	olfactory receptor family 13 subfamily C member 25	protein coding gene	4	-	52910833	52911792
Olfr270	old symbol	MGI:3030104	Or13d1	olfactory receptor family 13 subfamily D member 1	protein coding gene	4	+	52970629	52971567
4930412L05Rik	old symbol	MGI:1921191	Lexis1	lipid responsive LXR-induced inhibitor of cholesterol synthesis 1	lncRNA gene	4	-	53205066	53217857
AI427809	old symbol	MGI:2140270	Mexis	macrophage expressed LXRa(NR1H3)-dependent amplifier of Abca1 transcription lncRNA	lncRNA gene	4	-	53261356	53270232
AI427809	Genbank	MGI:2140270	Mexis	macrophage expressed LXRa(NR1H3)-dependent amplifier of Abca1 transcription lncRNA	lncRNA gene	4	-	53261356	53270232
Pakap.1		No associated gene							
Olfr267	old symbol	MGI:3030101	Or2k2	olfactory receptor family 2 subfamily K member 2	protein coding gene	4	-	58784779	58785720
Gm11213	old symbol	MGI:3701774	Tex53	testis expressed 53	protein coding gene	4	-	63515138	63523498
Gm11487	old symbol	MGI:3650704	Msantd5f6	Myb/SANT DNA binding domain containing 5 family member 6	protein coding gene	4	-	73319269	73323309
Gm11238	old symbol	MGI:3702316	Msantd5f3	Myb/SANT DNA binding domain containing 5 family member 3	protein coding gene	4	+	73569147	73575529
Gm11237	old symbol	MGI:3702292	Msantd5f5	Myb/SANT DNA binding domain containing 5 family member 5	protein coding gene	4	+	73541221	73545264
Gm11236	old symbol	MGI:3702277	Msantd5f4	Myb/SANT DNA binding domain containing 5 family member 4	protein coding gene	4	+	73556358	73560398
Gm11239	old symbol	MGI:3702319	Msantd5f2	Myb/SANT DNA binding domain containing 5 family member 2	protein coding gene	4	+	73586591	73590633
Gm428	old symbol	MGI:2685274	Msantd5f1	Myb/SANT DNA binding domain containing 5 family member 1	protein coding gene	4	+	73601753	73605795
Gm11758	old symbol	MGI:3702099	Msantd5f7	Myb/SANT DNA binding domain containing 5 family member 7	protein coding gene	4	-	73790456	73794503
Gm11757	old symbol	MGI:3702097	Msantd5f8	Myb/SANT DNA binding domain containing 5 family member 8	protein coding gene	4	-	73805303	73809317
Gm13871	old symbol	MGI:3702126	Msantd5f10	Myb/SANT DNA binding domain containing 5 family member 10	protein coding gene	4	-	73820143	73824158
Gm11756	old symbol	MGI:3702095	Msantd5f9	Myb/SANT DNA binding domain containing 5 family member 9	protein coding gene	4	-	73834964	73838953
C87499	old symbol	MGI:2140706	Pramel32	PRAME like 32	protein coding gene	4	-	88545557	88552423
C87499	Genbank	MGI:2140706	Pramel32	PRAME like 32	protein coding gene	4	-	88545557	88552423
Gm12666	old symbol	MGI:3650864	Larp7-ps	La ribonucleoprotein 7, transcriptional regulator, pseudogene	pseudogene	4	-	92078981	92079986
B020004J07Rik	old symbol	MGI:3588238	Pramel17	PRAME like 17	protein coding gene	4	-	101692166	101701219
Gm12800	old symbol	MGI:3652120	Pramel18	PRAME like 18	protein coding gene	4	+	101766318	101769105
Gm12794	old symbol	MGI:3795847	Pramel19	PRAME like 19	protein coding gene	4	+	101797604	101800380
Tctex1d1	old symbol	MGI:1914594	Dynlt5	dynein light chain Tctex-type 5	protein coding gene	4	+	102835900	102862419
Wdr78	old symbol	MGI:2385328	Dnai4	dynein axonemal intermediate chain 4	protein coding gene	4	-	102895262	102971521
Lexm	old symbol	MGI:2681853	Cimap2	ciliary microtubule associated protein 2	protein coding gene	4	-	106448106	106474438
Hspb11	old symbol	MGI:1920188	Ift25	intraflagellar transport 25	protein coding gene	4	+	107110889	107137135
Nrd1	old symbol	MGI:1201386	Nrdc	nardilysin convertase	protein coding gene	4	+	108857852	108918974
6430628N08Rik	old symbol	MGI:1923487	Tmem275	transmembrane protein 275	protein coding gene	4	+	115747863	115756425
1700042G07Rik	old symbol	MGI:1914573	P3r3urf	Pik3r3 upstream reading frame	protein coding gene	4	+	116030569	116031487
Tctex1d4	old symbol	MGI:3045358	Dynlt4	dynein light chain Tctex-type 4	protein coding gene	4	+	116983991	116985935
Gm12845	old symbol	MGI:3651666	Klf18	Kruppel-like transcription factor 18	protein coding gene	4	+	117581771	117583168
Olfr62	old symbol	MGI:1333887	Or13p10	olfactory receptor family 13 subfamily P member 10	protein coding gene	4	+	118522716	118523663
Olfr1342	old symbol	MGI:3031176	Or13p4	olfactory receptor family 13 subfamily P member 4	protein coding gene	4	-	118546349	118550231
Olfr1341	old symbol	MGI:3031175	Or13p3	olfactory receptor family 13 subfamily P member 3	protein coding gene	4	+	118566606	118567544
Olfr1340	old symbol	MGI:3031174	Or13p8	olfactory receptor family 13 subfamily P member 8	protein coding gene	4	+	118582919	118584393
Olfr1339	old symbol	MGI:3031173	Or13p5	olfactory receptor family 13 subfamily P member 5	protein coding gene	4	+	118591728	118592675
Olfr1338	old symbol	MGI:3031172	Or10ak14	olfactory receptor family 10 subfamily AK member 14	protein coding gene	4	-	118610386	118614155
Olfr1337	old symbol	MGI:3031171	Or10ak13	olfactory receptor family 10 subfamily AK member 13	protein coding gene	4	-	118638833	118639783
Olfr1335	old symbol	MGI:3031168	Or10ak12	olfactory receptor family 10 subfamily AK member 12	protein coding gene	4	-	118666052	118667059
Olfr1333	old symbol	MGI:3031167	Or10ak11	olfactory receptor family 10 subfamily AK member 11	protein coding gene	4	-	118686682	118687635
Olfr1331	old symbol	MGI:3031165	Or10ak9	olfactory receptor family 10 subfamily AK member 9	protein coding gene	4	+	118725980	118726933
Olfr1330	rat synonym	MGI:3031165	Or10ak9	olfactory receptor family 10 subfamily AK member 9	protein coding gene	4	+	118725980	118726933
Olfr1330	rat synonym	MGI:3031167	Or10ak11	olfactory receptor family 10 subfamily AK member 11	protein coding gene	4	-	118686682	118687635
Olfr1330	old symbol	MGI:3031164	Or10ak16	olfactory receptor family 10 subfamily AK member 16	protein coding gene	4	+	118750282	118751229
Olfr1329	old symbol	MGI:3031163	Or10ak8	olfactory receptor family 10 subfamily AK member 8	protein coding gene	4	-	118773721	118774662
Olfr1328	old symbol	MGI:3031162	Or10ak7	olfactory receptor family 10 subfamily AK member 7	protein coding gene	4	-	118791096	118792037
BX470216.1		No associated gene							
AL607142.1		No associated gene							
Ctps	old symbol	MGI:1858304	Ctps1	cytidine 5'-triphosphate synthase 1	protein coding gene	4	-	120397065	120427473
9930104L06Rik	old symbol	MGI:3041172	Airim	AFG2 interacting ribosome maturation factor	protein coding gene	4	+	124830841	124838449
Adprhl2	old symbol	MGI:2140364	Adprs	ADP-ribosylserine hydrolase	protein coding gene	4	-	126210144	126215496
Yars	old symbol	MGI:2147627	Yars1	tyrosyl-tRNA synthetase 1	protein coding gene	4	+	129083595	129113033
AL607088.1		No associated gene							
Atpif1	old symbol	MGI:1196457	Atp5if1	ATP synthase inhibitory factor subunit 1	protein coding gene	4	-	132257866	132260970
Gm7534	old symbol	MGI:3702974	Zpld2	zona pellucida like domain containing 2	protein coding gene	4	-	133918115	133930315
E130218I03Rik	old symbol	MGI:3528958	Zfp593os	Zfp593 opposite strand	protein coding gene	4	+	133971074	133973184
Grrp1	old symbol	MGI:1919940	Fam110d	family with sequence similarity 110, member D	protein coding gene	4	-	133978421	133981417
Pqlc2	old symbol	MGI:2384837	Slc66a1	solute carrier family 66 member 1	protein coding gene	4	-	139021340	139038019
Pramef8	human symbol	MGI:3703005	Gm13102	predicted gene 13102	protein coding gene	4	+	143833044	143836671
Pramef8	human symbol	MGI:2156389	Pramel5	PRAME like 5	protein coding gene	4	-	143997203	144007036
Pramef8	human symbol	MGI:3649940	Pramel11	PRAME like 11	protein coding gene	4	-	143620807	143626950
Pramef8	old symbol	MGI:2140473	Pramel12	PRAME like 12	protein coding gene	4	+	143138996	143147661
Pramef8	human symbol	MGI:1924882	Pramel13	PRAME like 13	protein coding gene	4	-	144118244	144135034
Pramef8	human symbol	MGI:3649968	Pramel16	PRAME like 16	protein coding gene	4	-	143675150	143677586
Pramef8	human symbol	MGI:3588238	Pramel17	PRAME like 17	protein coding gene	4	-	101692166	101701219
Pramef8	human symbol	MGI:3652120	Pramel18	PRAME like 18	protein coding gene	4	+	101766318	101769105
Pramef8	human symbol	MGI:3795847	Pramel19	PRAME like 19	protein coding gene	4	+	101797604	101800380
Pramef8	human symbol	MGI:3525148	Pramel20	PRAME like 20	protein coding gene	4	+	143294045	143300368
Pramef8	human symbol	MGI:3650232	Pramel21	PRAME like 21	protein coding gene	4	+	143341573	143345165
Pramef8	human symbol	MGI:3650231	Pramel24	PRAME like 24	protein coding gene	4	+	143446025	143455728
Pramef8	human symbol	MGI:3650204	Pramel28	PRAME like 28	protein coding gene	4	-	143691088	143693520
Pramef8	human symbol	MGI:3651261	Pramel30	PRAME like 30	protein coding gene	4	+	144056819	144060035
Pramef8	human symbol	MGI:3651680	Pramel31	PRAME like 31	protein coding gene	4	+	144084534	144090989
Pramef8	human symbol	MGI:2140706	Pramel32	PRAME like 32	protein coding gene	4	-	88545557	88552423
Pramef8	human symbol	MGI:3704103	Pramel33	PRAME like 33	protein coding gene	5	-	93629686	93684190
Pramef8	human symbol	MGI:2141341	Pramel34	PRAME like 34	protein coding gene	5	-	93783041	93819368
Pramef8	human symbol	MGI:3704104	Pramel35	PRAME like 35	protein coding gene	5	+	93991635	94003966
Pramef8	human symbol	MGI:3704105	Pramel36	PRAME like 36	protein coding gene	5	-	94072872	94076898
Pramef8	human symbol	MGI:2681870	Pramel37	PRAME like 37	protein coding gene	5	-	94214313	94218404
Pramef8	human symbol	MGI:3781282	Pramel38	PRAME like 38	protein coding gene	5	+	94365864	94369869
Pramef8	human symbol	MGI:2683305	Pramel39-ps	PRAME like 39, pseudogene	pseudogene	5	-	94450378	94454655
Pramef8	human symbol	MGI:3779601	Pramel40	PRAME like 40	protein coding gene	5	+	94462294	94465114
Pramef8	human symbol	MGI:3779756	Pramel41	PRAME like 41	protein coding gene	5	+	94593643	94596512
Pramef8	human symbol	MGI:3781318	Pramel42	PRAME like 42	protein coding gene	5	+	94674143	94686226
Pramef8	human symbol	MGI:3781326	Pramel43	PRAME like 43	protein coding gene	5	-	94760164	94764199
Pramef8	human symbol	MGI:3779602	Pramel44	PRAME like 44	protein coding gene	5	+	94771838	94774707
Pramef8	human symbol	MGI:3646599	Pramel45	PRAME like 45	protein coding gene	5	+	95256291	95259017
Pramef8	human symbol	MGI:3704250	Pramel46	PRAME like 46	protein coding gene	5	-	95416588	95420614
Pramef8	human symbol	MGI:3781437	Pramel47	PRAME like 47	protein coding gene	5	+	95453782	95491434
Pramef8	human symbol	MGI:1261918	Pramel48	PRAME like 48	protein coding gene	5	+	95604665	95633446
Pramef8	human symbol	MGI:3779772	Pramel49	PRAME like 49	protein coding gene	5	-	95738694	95742721
Pramef8	human symbol	MGI:3704107	Pramel50	PRAME like 50	protein coding gene	5	-	95879951	95884032
Pramef8	human symbol	MGI:3647817	Pramel53	PRAME like 53	protein coding gene	5	+	94224244	94228856
Pramef8	human symbol	MGI:3648891	Pramel54	PRAME like 54	protein coding gene	5	+	95889873	95894476
Pramef8	human symbol	MGI:3615333	Pramel55	PRAME like 55	protein coding gene	5	+	95923729	95952089
Pramef8	human symbol	MGI:3781362	Pramel56	PRAME like 56	protein coding gene	5	+	95021642	95025061
Pramef8	human symbol	MGI:3781464	Pramel57	PRAME like 57	protein coding gene	5	+	95658601	95670261
Pramef8	human symbol	MGI:2141041	Pramel60	PRAME like 60	protein coding gene	5	+	95330483	95343201
BC080695	old symbol	MGI:3525148	Pramel20	PRAME like 20	protein coding gene	4	+	143294045	143300368
BC080695	Genbank	MGI:3525148	Pramel20	PRAME like 20	protein coding gene	4	+	143294045	143300368
Gm13083	old symbol	MGI:3650232	Pramel21	PRAME like 21	protein coding gene	4	+	143341573	143345165
Gm13088	old symbol	MGI:3649971	Pramel22	PRAME like 22	protein coding gene	4	-	143380330	143383816
Gm13089	old symbol	MGI:3649972	Pramel23	PRAME like 23	protein coding gene	4	-	143423070	143429281
Gm13078	old symbol	MGI:3650231	Pramel24	PRAME like 24	protein coding gene	4	+	143446025	143455728
Gm13023	old symbol	MGI:3650478	Pramel25	PRAME like 25	protein coding gene	4	+	143515922	143522145
Gm13084	old symbol	MGI:3650237	Pramel26	PRAME like 26	protein coding gene	4	-	143535817	143542663
Gm13103	old symbol	MGI:3650203	Pramel27	PRAME like 27	protein coding gene	4	+	143573067	143580207
Pramef6	human symbol	MGI:3703005	Gm13102	predicted gene 13102	protein coding gene	4	+	143833044	143836671
Pramef6	human symbol	MGI:2156389	Pramel5	PRAME like 5	protein coding gene	4	-	143997203	144007036
Pramef6	old symbol	MGI:3649940	Pramel11	PRAME like 11	protein coding gene	4	-	143620807	143626950
Pramef6	human symbol	MGI:1924882	Pramel13	PRAME like 13	protein coding gene	4	-	144118244	144135034
Pramef6	human symbol	MGI:3649968	Pramel16	PRAME like 16	protein coding gene	4	-	143675150	143677586
Pramef6	human symbol	MGI:3588238	Pramel17	PRAME like 17	protein coding gene	4	-	101692166	101701219
Pramef6	human symbol	MGI:3652120	Pramel18	PRAME like 18	protein coding gene	4	+	101766318	101769105
Pramef6	human symbol	MGI:3795847	Pramel19	PRAME like 19	protein coding gene	4	+	101797604	101800380
Pramef6	human symbol	MGI:3525148	Pramel20	PRAME like 20	protein coding gene	4	+	143294045	143300368
Pramef6	human symbol	MGI:3650232	Pramel21	PRAME like 21	protein coding gene	4	+	143341573	143345165
Pramef6	human symbol	MGI:3650231	Pramel24	PRAME like 24	protein coding gene	4	+	143446025	143455728
Pramef6	human symbol	MGI:3650204	Pramel28	PRAME like 28	protein coding gene	4	-	143691088	143693520
Pramef6	human symbol	MGI:3651261	Pramel30	PRAME like 30	protein coding gene	4	+	144056819	144060035
Pramef6	human symbol	MGI:3651680	Pramel31	PRAME like 31	protein coding gene	4	+	144084534	144090989
Pramef6	human symbol	MGI:2140706	Pramel32	PRAME like 32	protein coding gene	4	-	88545557	88552423
Pramef6	human symbol	MGI:3704103	Pramel33	PRAME like 33	protein coding gene	5	-	93629686	93684190
Pramef6	human symbol	MGI:2141341	Pramel34	PRAME like 34	protein coding gene	5	-	93783041	93819368
Pramef6	human symbol	MGI:3704104	Pramel35	PRAME like 35	protein coding gene	5	+	93991635	94003966
Pramef6	human symbol	MGI:3704105	Pramel36	PRAME like 36	protein coding gene	5	-	94072872	94076898
Pramef6	human symbol	MGI:2681870	Pramel37	PRAME like 37	protein coding gene	5	-	94214313	94218404
Pramef6	human symbol	MGI:3781282	Pramel38	PRAME like 38	protein coding gene	5	+	94365864	94369869
Pramef6	human symbol	MGI:2683305	Pramel39-ps	PRAME like 39, pseudogene	pseudogene	5	-	94450378	94454655
Pramef6	human symbol	MGI:3779601	Pramel40	PRAME like 40	protein coding gene	5	+	94462294	94465114
Pramef6	human symbol	MGI:3779756	Pramel41	PRAME like 41	protein coding gene	5	+	94593643	94596512
Pramef6	human symbol	MGI:3781318	Pramel42	PRAME like 42	protein coding gene	5	+	94674143	94686226
Pramef6	human symbol	MGI:3781326	Pramel43	PRAME like 43	protein coding gene	5	-	94760164	94764199
Pramef6	human symbol	MGI:3779602	Pramel44	PRAME like 44	protein coding gene	5	+	94771838	94774707
Pramef6	human symbol	MGI:3646599	Pramel45	PRAME like 45	protein coding gene	5	+	95256291	95259017
Pramef6	human symbol	MGI:3704250	Pramel46	PRAME like 46	protein coding gene	5	-	95416588	95420614
Pramef6	human symbol	MGI:3781437	Pramel47	PRAME like 47	protein coding gene	5	+	95453782	95491434
Pramef6	human symbol	MGI:1261918	Pramel48	PRAME like 48	protein coding gene	5	+	95604665	95633446
Pramef6	human symbol	MGI:3779772	Pramel49	PRAME like 49	protein coding gene	5	-	95738694	95742721
Pramef6	human symbol	MGI:3704107	Pramel50	PRAME like 50	protein coding gene	5	-	95879951	95884032
Pramef6	human symbol	MGI:3647817	Pramel53	PRAME like 53	protein coding gene	5	+	94224244	94228856
Pramef6	human symbol	MGI:3648891	Pramel54	PRAME like 54	protein coding gene	5	+	95889873	95894476
Pramef6	human symbol	MGI:3615333	Pramel55	PRAME like 55	protein coding gene	5	+	95923729	95952089
Pramef6	human symbol	MGI:3781362	Pramel56	PRAME like 56	protein coding gene	5	+	95021642	95025061
Pramef6	human symbol	MGI:3781464	Pramel57	PRAME like 57	protein coding gene	5	+	95658601	95670261
Pramef6	human symbol	MGI:3704106	Pramel59	PRAME like 59	protein coding gene	5	+	95136485	95174395
Pramef6	human symbol	MGI:2141041	Pramel60	PRAME like 60	protein coding gene	5	+	95330483	95343201
Pramef25	human synonym	MGI:3703005	Gm13102	predicted gene 13102	protein coding gene	4	+	143833044	143836671
Pramef25	human synonym	MGI:2156389	Pramel5	PRAME like 5	protein coding gene	4	-	143997203	144007036
Pramef25	human synonym	MGI:3649940	Pramel11	PRAME like 11	protein coding gene	4	-	143620807	143626950
Pramef25	human synonym	MGI:1924882	Pramel13	PRAME like 13	protein coding gene	4	-	144118244	144135034
Pramef25	rat synonym	MGI:3712553	Pramel15	PRAME like 15	protein coding gene	4	-	144099330	144104503
Pramef25	old symbol	MGI:3649968	Pramel16	PRAME like 16	protein coding gene	4	-	143675150	143677586
Pramef25	human synonym	MGI:3588238	Pramel17	PRAME like 17	protein coding gene	4	-	101692166	101701219
Pramef25	human synonym	MGI:3652120	Pramel18	PRAME like 18	protein coding gene	4	+	101766318	101769105
Pramef25	human synonym	MGI:3795847	Pramel19	PRAME like 19	protein coding gene	4	+	101797604	101800380
Pramef25	human synonym	MGI:3525148	Pramel20	PRAME like 20	protein coding gene	4	+	143294045	143300368
Pramef25	human synonym	MGI:3650232	Pramel21	PRAME like 21	protein coding gene	4	+	143341573	143345165
Pramef25	human synonym	MGI:3650231	Pramel24	PRAME like 24	protein coding gene	4	+	143446025	143455728
Pramef25	human synonym	MGI:3650204	Pramel28	PRAME like 28	protein coding gene	4	-	143691088	143693520
Pramef25	human synonym	MGI:3651261	Pramel30	PRAME like 30	protein coding gene	4	+	144056819	144060035
Pramef25	human synonym	MGI:3651680	Pramel31	PRAME like 31	protein coding gene	4	+	144084534	144090989
Pramef25	human synonym	MGI:2140706	Pramel32	PRAME like 32	protein coding gene	4	-	88545557	88552423
Pramef25	human synonym	MGI:3704103	Pramel33	PRAME like 33	protein coding gene	5	-	93629686	93684190
Pramef25	human synonym	MGI:2141341	Pramel34	PRAME like 34	protein coding gene	5	-	93783041	93819368
Pramef25	human synonym	MGI:3704104	Pramel35	PRAME like 35	protein coding gene	5	+	93991635	94003966
Pramef25	human synonym	MGI:3704105	Pramel36	PRAME like 36	protein coding gene	5	-	94072872	94076898
Pramef25	human synonym	MGI:2681870	Pramel37	PRAME like 37	protein coding gene	5	-	94214313	94218404
Pramef25	human synonym	MGI:3781282	Pramel38	PRAME like 38	protein coding gene	5	+	94365864	94369869
Pramef25	human synonym	MGI:2683305	Pramel39-ps	PRAME like 39, pseudogene	pseudogene	5	-	94450378	94454655
Pramef25	human synonym	MGI:3779601	Pramel40	PRAME like 40	protein coding gene	5	+	94462294	94465114
Pramef25	human synonym	MGI:3779756	Pramel41	PRAME like 41	protein coding gene	5	+	94593643	94596512
Pramef25	human synonym	MGI:3781318	Pramel42	PRAME like 42	protein coding gene	5	+	94674143	94686226
Pramef25	human synonym	MGI:3781326	Pramel43	PRAME like 43	protein coding gene	5	-	94760164	94764199
Pramef25	human synonym	MGI:3779602	Pramel44	PRAME like 44	protein coding gene	5	+	94771838	94774707
Pramef25	human synonym	MGI:3646599	Pramel45	PRAME like 45	protein coding gene	5	+	95256291	95259017
Pramef25	human synonym	MGI:3704250	Pramel46	PRAME like 46	protein coding gene	5	-	95416588	95420614
Pramef25	human synonym	MGI:3781437	Pramel47	PRAME like 47	protein coding gene	5	+	95453782	95491434
Pramef25	human synonym	MGI:1261918	Pramel48	PRAME like 48	protein coding gene	5	+	95604665	95633446
Pramef25	human synonym	MGI:3779772	Pramel49	PRAME like 49	protein coding gene	5	-	95738694	95742721
Pramef25	human synonym	MGI:3704107	Pramel50	PRAME like 50	protein coding gene	5	-	95879951	95884032
Pramef25	human synonym	MGI:3647817	Pramel53	PRAME like 53	protein coding gene	5	+	94224244	94228856
Pramef25	human synonym	MGI:3648891	Pramel54	PRAME like 54	protein coding gene	5	+	95889873	95894476
Pramef25	human synonym	MGI:3615333	Pramel55	PRAME like 55	protein coding gene	5	+	95923729	95952089
Pramef25	human synonym	MGI:3781362	Pramel56	PRAME like 56	protein coding gene	5	+	95021642	95025061
Pramef25	human synonym	MGI:3781464	Pramel57	PRAME like 57	protein coding gene	5	+	95658601	95670261
Pramef25	human synonym	MGI:3704106	Pramel59	PRAME like 59	protein coding gene	5	+	95136485	95174395
Pramef25	human synonym	MGI:2141041	Pramel60	PRAME like 60	protein coding gene	5	+	95330483	95343201
Gm13101	old symbol	MGI:3650204	Pramel28	PRAME like 28	protein coding gene	4	-	143691088	143693520
Pramef17	human symbol	MGI:3703005	Gm13102	predicted gene 13102	protein coding gene	4	+	143833044	143836671
Pramef17	human symbol	MGI:2156389	Pramel5	PRAME like 5	protein coding gene	4	-	143997203	144007036
Pramef17	human symbol	MGI:3649940	Pramel11	PRAME like 11	protein coding gene	4	-	143620807	143626950
Pramef17	human symbol	MGI:1924882	Pramel13	PRAME like 13	protein coding gene	4	-	144118244	144135034
Pramef17	old symbol	MGI:3650199	Pramel14	PRAME like 14	protein coding gene	4	-	143717697	143720939
Pramef17	human symbol	MGI:3649968	Pramel16	PRAME like 16	protein coding gene	4	-	143675150	143677586
Pramef17	human symbol	MGI:3588238	Pramel17	PRAME like 17	protein coding gene	4	-	101692166	101701219
Pramef17	human symbol	MGI:3652120	Pramel18	PRAME like 18	protein coding gene	4	+	101766318	101769105
Pramef17	human symbol	MGI:3795847	Pramel19	PRAME like 19	protein coding gene	4	+	101797604	101800380
Pramef17	human symbol	MGI:3525148	Pramel20	PRAME like 20	protein coding gene	4	+	143294045	143300368
Pramef17	human symbol	MGI:3650232	Pramel21	PRAME like 21	protein coding gene	4	+	143341573	143345165
Pramef17	human symbol	MGI:3650231	Pramel24	PRAME like 24	protein coding gene	4	+	143446025	143455728
Pramef17	human symbol	MGI:3650204	Pramel28	PRAME like 28	protein coding gene	4	-	143691088	143693520
Pramef17	human symbol	MGI:3651261	Pramel30	PRAME like 30	protein coding gene	4	+	144056819	144060035
Pramef17	human symbol	MGI:3651680	Pramel31	PRAME like 31	protein coding gene	4	+	144084534	144090989
Pramef17	human symbol	MGI:2140706	Pramel32	PRAME like 32	protein coding gene	4	-	88545557	88552423
Pramef17	human symbol	MGI:3704103	Pramel33	PRAME like 33	protein coding gene	5	-	93629686	93684190
Pramef17	human symbol	MGI:2141341	Pramel34	PRAME like 34	protein coding gene	5	-	93783041	93819368
Pramef17	human symbol	MGI:3704104	Pramel35	PRAME like 35	protein coding gene	5	+	93991635	94003966
Pramef17	human symbol	MGI:3704105	Pramel36	PRAME like 36	protein coding gene	5	-	94072872	94076898
Pramef17	human symbol	MGI:2681870	Pramel37	PRAME like 37	protein coding gene	5	-	94214313	94218404
Pramef17	human symbol	MGI:3781282	Pramel38	PRAME like 38	protein coding gene	5	+	94365864	94369869
Pramef17	human symbol	MGI:2683305	Pramel39-ps	PRAME like 39, pseudogene	pseudogene	5	-	94450378	94454655
Pramef17	human symbol	MGI:3779601	Pramel40	PRAME like 40	protein coding gene	5	+	94462294	94465114
Pramef17	human symbol	MGI:3779756	Pramel41	PRAME like 41	protein coding gene	5	+	94593643	94596512
Pramef17	human symbol	MGI:3781318	Pramel42	PRAME like 42	protein coding gene	5	+	94674143	94686226
Pramef17	human symbol	MGI:3781326	Pramel43	PRAME like 43	protein coding gene	5	-	94760164	94764199
Pramef17	human symbol	MGI:3779602	Pramel44	PRAME like 44	protein coding gene	5	+	94771838	94774707
Pramef17	human symbol	MGI:3646599	Pramel45	PRAME like 45	protein coding gene	5	+	95256291	95259017
Pramef17	human symbol	MGI:3704250	Pramel46	PRAME like 46	protein coding gene	5	-	95416588	95420614
Pramef17	human symbol	MGI:3781437	Pramel47	PRAME like 47	protein coding gene	5	+	95453782	95491434
Pramef17	human symbol	MGI:1261918	Pramel48	PRAME like 48	protein coding gene	5	+	95604665	95633446
Pramef17	human symbol	MGI:3779772	Pramel49	PRAME like 49	protein coding gene	5	-	95738694	95742721
Pramef17	human symbol	MGI:3704107	Pramel50	PRAME like 50	protein coding gene	5	-	95879951	95884032
Pramef17	human symbol	MGI:3647817	Pramel53	PRAME like 53	protein coding gene	5	+	94224244	94228856
Pramef17	human symbol	MGI:3648891	Pramel54	PRAME like 54	protein coding gene	5	+	95889873	95894476
Pramef17	human symbol	MGI:3615333	Pramel55	PRAME like 55	protein coding gene	5	+	95923729	95952089
Pramef17	human symbol	MGI:3781362	Pramel56	PRAME like 56	protein coding gene	5	+	95021642	95025061
Pramef17	human symbol	MGI:3781464	Pramel57	PRAME like 57	protein coding gene	5	+	95658601	95670261
Pramef17	human symbol	MGI:2141041	Pramel60	PRAME like 60	protein coding gene	5	+	95330483	95343201
C87977	old symbol	MGI:2140708	Pramel29	PRAME like 29	protein coding gene	4	-	143933332	143939587
C87977	Genbank	MGI:2140708	Pramel29	PRAME like 29	protein coding gene	4	-	143933332	143939587
Gm13128	old symbol	MGI:3651261	Pramel30	PRAME like 30	protein coding gene	4	+	144056819	144060035
Gm13119	old symbol	MGI:3651680	Pramel31	PRAME like 31	protein coding gene	4	+	144084534	144090989
Pramef20	human symbol	MGI:3703005	Gm13102	predicted gene 13102	protein coding gene	4	+	143833044	143836671
Pramef20	human symbol	MGI:2156389	Pramel5	PRAME like 5	protein coding gene	4	-	143997203	144007036
Pramef20	human symbol	MGI:3649940	Pramel11	PRAME like 11	protein coding gene	4	-	143620807	143626950
Pramef20	human symbol	MGI:1924882	Pramel13	PRAME like 13	protein coding gene	4	-	144118244	144135034
Pramef20	old symbol	MGI:3712553	Pramel15	PRAME like 15	protein coding gene	4	-	144099330	144104503
Pramef20	human symbol	MGI:3649968	Pramel16	PRAME like 16	protein coding gene	4	-	143675150	143677586
Pramef20	human symbol	MGI:3588238	Pramel17	PRAME like 17	protein coding gene	4	-	101692166	101701219
Pramef20	human symbol	MGI:3652120	Pramel18	PRAME like 18	protein coding gene	4	+	101766318	101769105
Pramef20	human symbol	MGI:3795847	Pramel19	PRAME like 19	protein coding gene	4	+	101797604	101800380
Pramef20	human symbol	MGI:3525148	Pramel20	PRAME like 20	protein coding gene	4	+	143294045	143300368
Pramef20	human symbol	MGI:3650232	Pramel21	PRAME like 21	protein coding gene	4	+	143341573	143345165
Pramef20	human symbol	MGI:3650231	Pramel24	PRAME like 24	protein coding gene	4	+	143446025	143455728
Pramef20	human symbol	MGI:3650204	Pramel28	PRAME like 28	protein coding gene	4	-	143691088	143693520
Pramef20	human symbol	MGI:3651261	Pramel30	PRAME like 30	protein coding gene	4	+	144056819	144060035
Pramef20	human symbol	MGI:3651680	Pramel31	PRAME like 31	protein coding gene	4	+	144084534	144090989
Pramef20	human symbol	MGI:2140706	Pramel32	PRAME like 32	protein coding gene	4	-	88545557	88552423
Pramef20	human symbol	MGI:3704103	Pramel33	PRAME like 33	protein coding gene	5	-	93629686	93684190
