Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Chr	Strand	Start	End	Ensembl ID
Olfr460	old symbol	MGI:3030294	Or9a4	olfactory receptor family 9 subfamily A member 4	protein coding gene	6	+	40546086	40549438	ENSMUSG00000045514
1700074P13Rik	old symbol	MGI:1920731	Prss59	serine protease 59	protein coding gene	6	-	40897371	40917491	ENSMUSG00000029883
2210010C04Rik	old symbol	MGI:1914623	Prss3b	serine protease 3B	protein coding gene	6	-	41007202	41012443	ENSMUSG00000029882
Olfr459	old symbol	MGI:3030293	Or9a2	olfactory receptor family 9 subfamily A member 2	protein coding gene	6	-	41748287	41749231	ENSMUSG00000045479
Olfr458	old symbol	MGI:3030292	Or2r11	olfactory receptor family 2 subfamily R member 11	protein coding gene	6	-	42437010	42437951	ENSMUSG00000068574
Olfr457	old symbol	MGI:3030291	Or2r3	olfactory receptor family 2 subfamily R member 3	protein coding gene	6	-	42448169	42449110	ENSMUSG00000091983
Olfr456	old symbol	MGI:3030290	Or2r2	olfactory receptor family 2 subfamily R member 2	protein coding gene	6	-	42463097	42464148	ENSMUSG00000090631
Olfr455	old symbol	MGI:3030289	Or10ac1	olfactory receptor family 10 subfamily AC member 1	protein coding gene	6	-	42515001	42515954	ENSMUSG00000071494
Olfr453	old symbol	MGI:3030287	Or2f1	olfactory receptor family 2 subfamily F member 1	protein coding gene	6	+	42720973	42721926	ENSMUSG00000095831
Olfr38	old symbol	MGI:1313140	Or2f1b	olfactory receptor family 2 subfamily F member 1B	protein coding gene	6	+	42738988	42739941	ENSMUSG00000095236
Olfr452	old symbol	MGI:3030286	Or2f2	olfactory receptor family 2 subfamily F member 2	protein coding gene	6	+	42766975	42767928	ENSMUSG00000094192
Olfr450	old symbol	MGI:3030284	Or2q1	olfactory receptor family 2 subfamily Q member 1	protein coding gene	6	+	42794407	42795339	ENSMUSG00000054431
Olfr449	old symbol	MGI:3030283	Or6b1	olfactory receptor family 6 subfamily B member 1	protein coding gene	6	+	42811350	42815816	ENSMUSG00000049168
Olfr448	old symbol	MGI:3030282	Or2a5	olfactory receptor family 2 subfamily A member 5	protein coding gene	6	+	42873387	42874319	ENSMUSG00000043119
Olfr447	old symbol	MGI:3030281	Or2a25	olfactory receptor family 2 subfamily A member 25	protein coding gene	6	+	42888459	42889391	ENSMUSG00000045708
Olfr446	old symbol	MGI:3030280	Or2a12	olfactory receptor family 2 subfamily A member 12	protein coding gene	6	+	42904167	42905093	ENSMUSG00000073111
Olfr444	old symbol	MGI:3030278	Or2a56	olfactory receptor family 2 subfamily A member 56	protein coding gene	6	+	42932434	42933366	ENSMUSG00000073110
Olfr441	old symbol	MGI:3030275	Or2a54	olfactory receptor family 2 subfamily A member 54	protein coding gene	6	+	43092678	43093610	ENSMUSG00000094669
Olfr237-ps1	old symbol	MGI:3030071	Or2a14	olfactory receptor family 2 subfamily A member 14	protein coding gene	6	+	43130241	43131173	ENSMUSG00000094200
Olfr437	old symbol	MGI:3030271	Or2a52	olfactory receptor family 2 subfamily A member 52	protein coding gene	6	+	43143994	43144926	ENSMUSG00000071481
Olfr13	old symbol	MGI:104812	Or2a7	olfactory receptor family 2 subfamily A member 7	protein coding gene	6	+	43150922	43151854	ENSMUSG00000043605
Olfr435	old symbol	MGI:3030269	Or2a51	olfactory receptor family 2 subfamily A member 51	protein coding gene	6	+	43178580	43179521	ENSMUSG00000048693
Olfr434	old symbol	MGI:3030268	Or2a20	olfactory receptor family 2 subfamily A member 2	protein coding gene	6	+	43193849	43194814	ENSMUSG00000059411
Olfr47	old symbol	MGI:1333821	Or2a57	olfactory receptor family 2 subfamily A member 57	protein coding gene	6	+	43212544	43213509	ENSMUSG00000061210
Gm44696	old symbol	MGI:4439554	Gm16630	predicted gene, 16630	lncRNA gene	6	-	48107840	48136214	ENSMUSG00000097434
Doxl1	old symbol	MGI:1917011	Aoc1l2	amine oxidase copper containing 1-like 2	protein coding gene	6	+	48906830	48910621	ENSMUSG00000029813
Doxl2	old symbol	MGI:3618290	Aoc1l1	amine oxidase copper containing 1-like 1	protein coding gene	6	+	48951897	48955680	ENSMUSG00000068536
Svs1	old symbol	MGI:2682321	Aoc1l3	amine oxidase copper containing 1-like 3	protein coding gene	6	+	48963795	48968656	ENSMUSG00000039215
Mpp6	human synonym	MGI:1915783	Mphosph6	M phase phosphoprotein 6	protein coding gene	8	-	118518384	118528682	ENSMUSG00000031843
Mpp6	old symbol	MGI:1927340	Pals2	protein associated with LIN7 2, MAGUK family member	protein coding gene	6	+	50087221	50175919	ENSMUSG00000038388
Gm16499.1		No associated gene								
4931417E11Rik	old symbol	MGI:1913990	Jkampl	JNK1/MAPK8 associated membrane protein like	protein coding gene	6	-	73445563	73446621	ENSMUSG00000056197
1810020O05Rik	old symbol	MGI:3586838	Cfap92	cilia and flagella associated protein 92	protein coding gene	6	-	87652572	87699783	ENSMUSG00000089997
H1fx	old symbol	MGI:2685307	H1f10	H1.10 linker histone	protein coding gene	6	-	87957403	87958464	ENSMUSG00000044927
Gm10234	current symbol	MGI:3642207	Gm10234	predicted gene 10234	protein coding gene	6	+	95299093	95299191	ENSMUSG00000068181
1700123L14Rik	old symbol	MGI:1925732	Nup50l	nucleoporin 50 like	protein coding gene	6	-	96141484	96143186	ENSMUSG00000072878
Gm765	old symbol	MGI:2685611	Mdfic2	MyoD family inhibitor domain containing 2	protein coding gene	6	-	98212669	98319715	ENSMUSG00000090667
Gm17482	current symbol	MGI:4937116	Gm17482	predicted gene, 17482	protein coding gene	6	+	115204304	115236255	ENSMUSG00000092004
H1foo	old symbol	MGI:2176207	H1f8	H1.8 linker histone	protein coding gene	6	+	115921899	115927197	ENSMUSG00000042279
March8	old symbol	MGI:1919029	Marchf8	membrane associated ring-CH-type finger 8	protein coding gene	6	+	116314985	116386501	ENSMUSG00000025702
Olfr211	old symbol	MGI:3030045	Or13a1	olfactory receptor family 13 subfamily A member 1	protein coding gene	6	+	116469630	116471501	ENSMUSG00000053391
Olfr212	old symbol	MGI:3030046	Or6d12	olfactory receptor family 6 subfamily D member 12	protein coding gene	6	+	116483477	116494926	ENSMUSG00000053251
Olfr213	old symbol	MGI:3030047	Or6d13	olfactory receptor family 6 subfamily D member 13	protein coding gene	6	+	116517416	116518399	ENSMUSG00000081649
Gm5580	old symbol	MGI:3646594	Eif4a3l2	eukaryotic translation initiation factor 4A3 like 2	protein coding gene	6	+	116528102	116529463	ENSMUSG00000107906
Olfr214	old symbol	MGI:3030048	Or6d14	olfactory receptor family 6 subfamily D member 14	protein coding gene	6	+	116533388	116534350	ENSMUSG00000051046
Olfr215	old symbol	MGI:3030049	Or6d15	olfactory receptor family 6 subfamily D member 15	protein coding gene	6	-	116558973	116559905	ENSMUSG00000050654
4922502D21Rik	old symbol	MGI:2685920	Clec2m	C-type lectin domain family 2, member m	protein coding gene	6	-	129299127	129308759	ENSMUSG00000047720
Gm156	old symbol	MGI:2685002	Klrh1	killer cell lectin-like receptor subfamily H, member 1	protein coding gene	6	-	129743531	129761233	ENSMUSG00000071158
Gm17631	current symbol	MGI:4937265	Gm17631	predicted gene, 17631	protein coding gene	6	+	129839612	129841356	ENSMUSG00000092047
Gm44275	old symbol	MGI:5595741	Gm36582	predicted gene, 36582	lncRNA gene	6	-	135289153	135296559	ENSMUSG00000107768
Gm8994	old symbol	MGI:3644226	Eif4a3l1	eukaryotic translation initiation factor 4A3 like 1	protein coding gene	6	+	136304537	136306981	ENSMUSG00000094973
Hist4h4	rat synonym	MGI:2448419	H4c1	H4 clustered histone 1	protein coding gene	13	-	23944778	23945232	ENSMUSG00000060093
Hist4h4	rat synonym	MGI:2448420	H4c2	H4 clustered histone 2	protein coding gene	13	+	23940996	23941392	ENSMUSG00000069266
Hist4h4	rat synonym	MGI:2448421	H4c3	H4 clustered histone 3	protein coding gene	13	-	23882067	23882441	ENSMUSG00000060678
Hist4h4	rat synonym	MGI:2448423	H4c4	H4 clustered histone 4	protein coding gene	13	+	23765551	23765952	ENSMUSG00000061482
Hist4h4	rat synonym	MGI:2448425	H4c6	H4 clustered histone 6	protein coding gene	13	-	23735460	23735842	ENSMUSG00000069274
Hist4h4	rat synonym	MGI:2448427	H4c8	H4 clustered histone 8	protein coding gene	13	+	23715214	23715648	ENSMUSG00000060981
Hist4h4	human synonym	MGI:2448432	H4c9	H4 clustered histone 9	protein coding gene	13	-	22225130	22225532	ENSMUSG00000060639
Hist4h4	rat synonym	MGI:2448436	H4c11	H4 clustered histone 11	protein coding gene	13	+	21919204	21919626	ENSMUSG00000067455
Hist4h4	rat synonym	MGI:2448439	H4c12	H4 clustered histone 12	protein coding gene	13	-	21934364	21934675	ENSMUSG00000064288
Hist4h4	rat synonym	MGI:2140113	H4c14	H4 clustered histone 14	protein coding gene	3	-	96170250	96170633	ENSMUSG00000091405
Hist4h4	old symbol	MGI:2448443	H4c16	H4 histone 16	protein coding gene	6	-	136780991	136781429	ENSMUSG00000096010
Hist4h4	rat synonym	MGI:2448441	H4c17	H4 clustered histone 17	protein coding gene	13	+	21995916	21996317	ENSMUSG00000069306
Hist4h4	rat synonym	MGI:4843992	H4c18	H4 clustered histone 18	protein coding gene	13	-	22015962	22016367	ENSMUSG00000069305
H2afj	old symbol	MGI:3606192	H2aj	H2J.A histone	protein coding gene	6	+	136785246	136787072	ENSMUSG00000060032
Gm11077	current symbol	MGI:3779304	Gm11077	predicted gene 11077	protein coding gene	6	+	140675010	140701779	ENSMUSG00000079264
Lrmp	old symbol	MGI:108424	Irag2	inositol 1,4,5-triphosphate receptor associated 2	protein coding gene	6	+	145061379	145120660	ENSMUSG00000030263
Gm10203	current symbol	MGI:3642365	Gm10203	predicted gene 10203	protein coding gene	6	+	149031668	149032208	ENSMUSG00000067292
Gm15448	old symbol	MGI:3705216	Pira13	paired-Ig-like receptor A13	protein coding gene	7	-	3819780	3828686	ENSMUSG00000074419
Gm14548	old symbol	MGI:3709645	Pira12	paired-Ig-like receptor A12	protein coding gene	7	-	3887241	3901119	ENSMUSG00000074417
Fam71e2	old symbol	MGI:3045311	Garin5b	golgi associated RAB2 interactor family member 5B	protein coding gene	7	-	4756225	4774301	ENSMUSG00000092518
4632433K11Rik	current symbol	MGI:1924293	4632433K11Rik	RIKEN cDNA 4632433K11 gene	protein coding gene	7	+	5037117	5038245	ENSMUSG00000116184
Olfr1344	old symbol	MGI:3031178	Or2bd2	olfactory receptor family 2 subfamily BD member 2	protein coding gene	7	+	6442901	6443866	ENSMUSG00000090824
Olfr1336	old symbol	MGI:3031170	Or6z3	olfactory receptor family 6 subfamily Z member 3	protein coding gene	7	+	6463225	6464454	ENSMUSG00000048620
Olfr1346	old symbol	MGI:3031180	Or6z5	olfactory receptor family 6 subfamily Z member 5	protein coding gene	7	+	6477111	6478052	ENSMUSG00000054938
Olfr5	old symbol	MGI:106685	Or6z7	olfactory receptor family 6 subfamily Z member 7	protein coding gene	7	-	6483215	6490013	ENSMUSG00000096228
Olfr1347	old symbol	MGI:3031181	Or6z6	olfactory receptor family 6 subfamily Z member 6	protein coding gene	7	-	6490912	6491871	ENSMUSG00000034583
Olfr1348	old symbol	MGI:3031182	Or6z1	olfactory receptor family 6 subfamily Z member 1	protein coding gene	7	-	6504285	6505223	ENSMUSG00000093877
Olfr1349	old symbol	MGI:3031183	Or10am5	olfactory receptor family 10 subfamily AM member 5	protein coding gene	7	-	6517198	6523354	ENSMUSG00000048067
Olfr1350	old symbol	MGI:3031184	Or5bw2	olfactory receptor family 5 subfamily BW member 2	protein coding gene	7	+	6572992	6573918	ENSMUSG00000056696
Gm10302	old symbol	MGI:3757929	Vmn2r47	vomeronasal 2, receptor 47	protein coding gene	7	-	9550581	9575252	ENSMUSG00000096294
Pnmal2	old symbol	MGI:3645856	Pnma8b	PNMA family member 8B	protein coding gene	7	+	16678607	16682753	ENSMUSG00000070802
Pnmal1	old symbol	MGI:1918941	Pnma8a	PNMA family member 8A	protein coding gene	7	+	16693604	16698532	ENSMUSG00000041141
Gm42372	old symbol	MGI:5625257	Pnma8c	PNMA family member 8C	protein coding gene	7	+	16717008	16722071	ENSMUSG00000108348
Gm4969	old symbol	MGI:3647482	Meiosin	meiosis initiator	protein coding gene	7	-	18832971	18852293	ENSMUSG00000085601
Cd3eap	old symbol	MGI:1917583	Polr1g	RNA polymerase I subunit G	protein coding gene	7	-	19089939	19093408	ENSMUSG00000047649
Gm20512	old symbol	MGI:5141977	Lncob1	lncRNA osteoblastogenesis associated 1	lncRNA gene	7	+	19448941	19455656	ENSMUSG00000092381
Gm16442	old symbol	MGI:3645807	Vmn1r240	vomeronasal 1 receptor 240	protein coding gene	7	-	19855581	19856504	ENSMUSG00000096152
Gm6164	old symbol	MGI:3647652	Vmn1r241	vomeronasal 1 receptor 241	protein coding gene	7	-	19938609	19939532	ENSMUSG00000094298
Gm4498	old symbol	MGI:3782683	Vmn1r242	vomeronasal 1 receptor 242	protein coding gene	7	-	19966833	19967753	ENSMUSG00000094757
Gm4133	old symbol	MGI:3782309	Vmn1r243	vomeronasal 1 receptor 243	protein coding gene	7	-	20067067	20067990	ENSMUSG00000095745
Gm5728	old symbol	MGI:3644398	Vmn1r244	vomeronasal 1 receptor 244	protein coding gene	7	-	20108418	20109335	ENSMUSG00000095806
Gm5726	old symbol	MGI:3644395	Vmn1r245	vomeronasal 1 receptor 245	protein coding gene	7	-	20278759	20279682	ENSMUSG00000096761
Gm4141	old symbol	MGI:3782317	Vmn1r246	vomeronasal 1 receptor 246	protein coding gene	7	-	20309246	20310166	ENSMUSG00000095837
Gm4175	old symbol	MGI:3782351	Vmn1r247	vomeronasal 1 receptor 247	protein coding gene	7	-	21459956	21460900	ENSMUSG00000096513
Gm4177	old symbol	MGI:3782353	Vmn1r248	vomeronasal 1 receptor 248	protein coding gene	7	-	21495236	21496153	ENSMUSG00000096760
Gm5725	old symbol	MGI:3644396	Vmn1r249	vomeronasal 1 receptor 249	protein coding gene	7	-	21542769	21543692	ENSMUSG00000095191
Gm10666	old symbol	MGI:3704285	Vmn1r250	vomeronasal 1 receptor 250	protein coding gene	7	-	21833201	21834166	ENSMUSG00000096348
Gm8653	old symbol	MGI:3647206	Vmn1r251	vomeronasal 1 receptor 251	protein coding gene	7	-	21899766	21900689	ENSMUSG00000094981
Gm8453	old symbol	MGI:3644807	Vmn1r252	vomeronasal 1 receptor 252	protein coding gene	7	-	21927989	21928909	ENSMUSG00000094149
Gm4187	old symbol	MGI:3782363	Vmn1r253	vomeronasal 1 receptor 253	protein coding gene	7	-	22028219	22029142	ENSMUSG00000093871
Gm8660	old symbol	MGI:3645692	Vmn1r254	vomeronasal 1 receptor 254	protein coding gene	7	-	22069547	22070464	ENSMUSG00000093917
Gm8677	old symbol	MGI:3646576	Vmn1r255	vomeronasal 1 receptor 255	protein coding gene	7	-	22233389	22234312	ENSMUSG00000094748
Gm4201	old symbol	MGI:3782378	Vmn1r256	vomeronasal 1 receptor 256	protein coding gene	7	-	22263848	22264768	ENSMUSG00000095984
Gm8693	old symbol	MGI:3642968	Vmn1r257	vomeronasal 1 receptor 257	protein coding gene	7	-	22390822	22391742	ENSMUSG00000095081
Gm4214	old symbol	MGI:3782390	Vmn1r258	vomeronasal 1 receptor 258	protein coding gene	7	-	22683154	22684098	ENSMUSG00000092297
Gm4216	old symbol	MGI:3782392	Vmn1r259	vomeronasal 1 receptor 259	protein coding gene	7	-	22718431	22719348	ENSMUSG00000094532
Gm8720	old symbol	MGI:3647550	Vmn1r260	vomeronasal 1 receptor 260	protein coding gene	7	-	22765958	22766881	ENSMUSG00000096601
AC159140.1		No associated gene								
Gm9844	old symbol	MGI:3704288	Tmsb10b	thymosin beta 10b	protein coding gene	7	+	24561628	24562103	ENSMUSG00000091955
Gm4881	old symbol	MGI:3642958	Erfl	ETS repressor factor like	protein coding gene	7	-	24626870	24643919	ENSMUSG00000108367
Thap8	old symbol	MGI:1922879	1700020L13Rik	RIKEN cDNA 1700020L13 gene	protein coding gene	7	+	29979519	29989662	ENSMUSG00000013928
E130208F15Rik	current symbol	MGI:3767226	E130208F15Rik	RIKEN cDNA E130208F15 gene	protein coding gene	7	+	30021165	30022897	ENSMUSG00000074210
4931406P16Rik	old symbol	MGI:1924311	Garre1	granule associated Rac and RHOG effector 1	protein coding gene	7	-	33936132	34012976	ENSMUSG00000066571
AC150683.1		No associated gene								
Gm37494	old symbol	MGI:5593148	Gm33989	predicted gene, 33989	protein coding gene	7	+	39193826	39230013	ENSMUSG00000108621
Gm21028	current symbol	MGI:5434383	Gm21028	predicted gene, 21028	protein coding gene	7	-	42227890	42228012	ENSMUSG00000094462
Vmn2r126	old symbol	MGI:3646456	Vmn2r-ps158	vomeronasal 2, receptor, pseudogene 158	protein coding gene	7	+	42668222	42697530	ENSMUSG00000091528
AC149091.1		No associated gene								
Gm2511	old symbol	MGI:3780678	Siglecl1	Siglec family like 1	protein coding gene	7	-	43160589	43168394	ENSMUSG00000108695
Fam71e1	old symbol	MGI:1922788	Garin5a	golgi associated RAB2 interactor 5A	protein coding gene	7	+	44146005	44150910	ENSMUSG00000051113
Ccdc155	old symbol	MGI:2687329	Kash5	KASH domain containing 5	protein coding gene	7	-	44833048	44854316	ENSMUSG00000038292
AC151602.1		No associated gene								
Ccdc114	old symbol	MGI:2446120	Odad1	outer dynein arm docking complex subunit 1	protein coding gene	7	+	45573496	45598387	ENSMUSG00000040189
Gm9999	old symbol	MGI:3642801	Misfa	mitochondrial sheath formation associated	protein coding gene	7	+	46633328	46637551	ENSMUSG00000056509
A26c2	human synonym	MGI:1914825	Potefam1	POTE ankyrin domain family member 1	protein coding gene	2	-	110880755	111059948	ENSMUSG00000027157
A26c2	old symbol	MGI:3644757	Potefam2	POTE ankyrin domain family member 2	protein coding gene	7	-	62428171	62473421	ENSMUSG00000109344
A26c2	human synonym	MGI:1918231	Potegl	POTE ankyrin domain family, member G like	protein coding gene	2	+	23097488	23157141	ENSMUSG00000026774
Fam189a1	old symbol	MGI:1917888	Entrep2	endosomal transmembrane epsin interactor 2	protein coding gene	7	-	64405839	64806276	ENSMUSG00000030518
1810026B05Rik	old symbol	MGI:1916420	Chaserr	CHD2 adjacent suppressive regulatory RNA	lncRNA gene	7	-	73189549	73208143	ENSMUSG00000101970
Gm10160	current symbol	MGI:3642884	Gm10160	predicted gene 10160	protein coding gene	7	-	81505281	81505542	ENSMUSG00000066378
Gm2115	old symbol	MGI:3780284	Ctxnd1	cortexin domain containing 1	protein coding gene	7	+	84178182	84230446	ENSMUSG00000097789
Olfr291	old symbol	MGI:3030125	Or5ae2	olfactory receptor family 5 subfamily AE member 2	protein coding gene	7	+	84502779	84506526	ENSMUSG00000070460
Olfr290	old symbol	MGI:3030124	Or5ae1	olfactory receptor family 5 subfamily AE member 1	protein coding gene	7	+	84564989	84565936	ENSMUSG00000070459
Olfr290	old symbol	MGI:3030124	Or5ae1	olfactory receptor family 5 subfamily AE member 1	protein coding gene	7	+	84564989	84565936	ENSMUSG00000116179
Olfr290.1		No associated gene								
Olfr310	old symbol	MGI:3030144	Or14c46	olfactory receptor family 14 subfamily C member 46	protein coding gene	7	-	85917938	85919019	ENSMUSG00000057540
Olfr309	old symbol	MGI:3030143	Or13g1	olfactory receptor family 13 subfamily G member 1	protein coding gene	7	-	85955393	85956319	ENSMUSG00000054054
Olfr308	old symbol	MGI:3030142	Or6f1	olfactory receptor family 6 subfamily F member 1	protein coding gene	7	-	85970232	85971158	ENSMUSG00000054498
Olfr307	old symbol	MGI:3030141	Or14a260	olfactory receptor family 14 subfamily A member 260	protein coding gene	7	-	85984661	85985602	ENSMUSG00000055610
Olfr305	old symbol	MGI:3030139	Or14a259	olfactory receptor family 14 subfamily A member 259	protein coding gene	7	-	86012584	86013543	ENSMUSG00000055571
Olfr304	old symbol	MGI:3030138	Or14a258	olfactory receptor family 14 subfamily A member 258	protein coding gene	7	-	86034865	86035866	ENSMUSG00000062426
Olfr303	old symbol	MGI:3030137	Or6aa1	olfactory receptor family 6 subfamily AA member 1	protein coding gene	7	-	86043704	86044743	ENSMUSG00000039608
Olfr301	old symbol	MGI:3030135	Or14c44	olfactory receptor family 14 subfamily C member 44	protein coding gene	7	+	86053057	86062507	ENSMUSG00000061549
Olfr299	old symbol	MGI:3030133	Or14c43	olfactory receptor family 14 subfamily C member 43	protein coding gene	7	+	86114621	86115613	ENSMUSG00000020168
Olfr298	old symbol	MGI:3030132	Or14a257	olfactory receptor family 14 subfamily A member 257	protein coding gene	7	-	86137759	86138757	ENSMUSG00000062878
Olfr297	old symbol	MGI:3030131	Or14c45	olfactory receptor family 14 subfamily C member 45	protein coding gene	7	+	86175967	86176899	ENSMUSG00000057067
Olfr295	old symbol	MGI:3030129	Or14c41	olfactory receptor family 14 subfamily C member 41	protein coding gene	7	+	86234485	86235414	ENSMUSG00000059319
Olfr294	old symbol	MGI:3030128	Or14a256	olfactory receptor family 14 subfamily A member 256	protein coding gene	7	-	86264844	86265851	ENSMUSG00000062042
Olfr293	old symbol	MGI:3030127	Or14c40	olfactory receptor family 14 subfamily C member 40	protein coding gene	7	+	86312872	86313882	ENSMUSG00000063394
Olfr292	old symbol	MGI:3030126	Or14c39	olfactory receptor family 14 subfamily C member 39	protein coding gene	7	+	86337549	86344592	ENSMUSG00000060688
Olfr520	old symbol	MGI:3030354	Or2at4	olfactory receptor family 2 subfamily AT member 4	protein coding gene	7	+	99384352	99385302	ENSMUSG00000073998
Olfr521	old symbol	MGI:3030355	Or2at1	olfactory receptor family 2 subfamily AT member 1	protein coding gene	7	+	99416371	99417337	ENSMUSG00000073997
AC139579.1		No associated gene								
Olfr543	old symbol	MGI:3030377	Or55b3	olfactory receptor family 55 subfamily B member 3	protein coding gene	7	-	102125980	102127109	ENSMUSG00000044814
Olfr544	old symbol	MGI:3030378	Or55b4	olfactory receptor family 55 subfamily B member 4	protein coding gene	7	-	102133321	102137514	ENSMUSG00000043925
Olfr545	old symbol	MGI:3030379	Or55b10	olfactory receptor family 55 subfamily B member 10	protein coding gene	7	-	102143030	102143980	ENSMUSG00000044824
Olfr547	old symbol	MGI:3030381	Or52b4	olfactory receptor family 52 subfamily B member 4	protein coding gene	7	+	102183956	102184891	ENSMUSG00000073979
Olfr548-ps1		No associated gene								
Olfr549	old symbol	MGI:3030383	Or52b3	olfactory receptor family 52 subfamily B member 3	protein coding gene	7	+	102203493	102204443	ENSMUSG00000073977
Olfr550	old symbol	MGI:3030384	Or51r1	olfactory receptor family 51 subfamily R member 1	protein coding gene	7	+	102220638	102228869	ENSMUSG00000073975
Olfr551	old symbol	MGI:3030385	Or52p2	olfactory receptor family 52 subfamily P member 2	protein coding gene	7	-	102236948	102238026	ENSMUSG00000073974
Olfr552	old symbol	MGI:3030386	Or52k2	olfactory receptor family 52 subfamily K member 2	protein coding gene	7	+	102253563	102254516	ENSMUSG00000073973
Olfr553	old symbol	MGI:3030387	Or52m2	olfactory receptor family 52 subfamily M member 2	protein coding gene	7	-	102263214	102264194	ENSMUSG00000073972
Olfr554	old symbol	MGI:3030388	Or52m1	olfactory receptor family 52 subfamily M member 1	protein coding gene	7	+	102289455	102290408	ENSMUSG00000073971
Olfr555	old symbol	MGI:3030389	Or51h1	olfactory receptor family 51 subfamily H member 1	protein coding gene	7	+	102308030	102308977	ENSMUSG00000073970
Olfr556	old symbol	MGI:3030390	Or52i2	olfactory receptor family 52 subfamily J member 2	protein coding gene	7	+	102319108	102320130	ENSMUSG00000073969
Olfr557	old symbol	MGI:3030391	Or51d1	olfactory receptor family 51 subfamily D member 1	protein coding gene	7	+	102347423	102348479	ENSMUSG00000073967
Olfr558	old symbol	MGI:3030392	Or51e1	olfactory receptor family 51 subfamily E member 1	protein coding gene	7	+	102351530	102361261	ENSMUSG00000070423
Olfr33	old symbol	MGI:109302	Or51a39	olfactory receptor family 51 subfamily A member 39	protein coding gene	7	-	102362662	102363618	ENSMUSG00000066273
Olfr559	old symbol	MGI:3030393	Or51a25	olfactory receptor family 51 subfamily A member 25	protein coding gene	7	-	102372739	102373695	ENSMUSG00000066272
Olfr78	old symbol	MGI:2157548	Or51e2	olfactory receptor family 51 subfamily E member 2	protein coding gene	7	-	102389928	102408678	ENSMUSG00000043366
Olfr560	old symbol	MGI:3030394	Or51f23b	olfactory receptor family 51 subfamily F member 23B	protein coding gene	7	-	102402190	102403134	ENSMUSG00000110008
Olfr561	old symbol	MGI:3030395	Or51f5	olfactory receptor family 51 subfamily F member 5	protein coding gene	7	+	102423733	102424677	ENSMUSG00000073966
Olfr564	old symbol	MGI:3030398	Or51f23	olfactory receptor family 51 subfamily F member 23	protein coding gene	7	+	102452687	102453637	ENSMUSG00000048469
Olfr566	old symbol	MGI:3030400	Or51f1	olfactory receptor family 51 subfamily F member 1	protein coding gene	7	-	102505528	102507972	ENSMUSG00000060888
Olfr568	old symbol	MGI:3030402	Or51f2	olfactory receptor family 51 subfamily F member 2	protein coding gene	7	+	102526329	102527270	ENSMUSG00000073965
Olfr569	old symbol	MGI:3030403	Or52r1	olfactory receptor family 52 subfamily R member 1	protein coding gene	7	-	102536414	102537358	ENSMUSG00000062142
Olfr570	old symbol	MGI:3030404	Or51a8	olfactory receptor family 51 subfamily A member 8	protein coding gene	7	+	102549549	102550593	ENSMUSG00000073964
Olfr571	old symbol	MGI:3030405	Or51s1	olfactory receptor family 51 subfamily S member 1	protein coding gene	7	-	102558076	102559044	ENSMUSG00000043310
Olfr572	old symbol	MGI:3030406	Or51h5	olfactory receptor family 51 subfamily H member 5	protein coding gene	7	+	102576837	102577793	ENSMUSG00000073963
Olfr573-ps1		No associated gene								
Olfr574	old symbol	MGI:3030408	Or51t4	olfactory receptor family 51 subfamily T member 4	protein coding gene	7	+	102597674	102598714	ENSMUSG00000045824
Olfr575	old symbol	MGI:3030409	Or51a6	olfactory receptor family 51 subfamily A member 6	protein coding gene	7	-	102603871	102604827	ENSMUSG00000066269
Olfr576	old symbol	MGI:3030410	Or51a7	olfactory receptor family 51 subfamily A member 7	protein coding gene	7	+	102614309	102615247	ENSMUSG00000073962
Olfr577	old symbol	MGI:3030411	Or51g2	olfactory receptor family 51 subfamily G member 2	protein coding gene	7	-	102622259	102623197	ENSMUSG00000043354
Olfr578	old symbol	MGI:3030412	Or51g1	olfactory receptor family 51 subfamily G member 1	protein coding gene	7	-	102633428	102634369	ENSMUSG00000045792
Olfr582	old symbol	MGI:3030416	Or52r1b	olfactory receptor family 52 subfamily R member 1B	protein coding gene	7	+	102690688	102691647	ENSMUSG00000073961
Olfr583	old symbol	MGI:3030417	Or51f1d	olfactory receptor family 51 subfamily F member 1D	protein coding gene	7	+	102700507	102701466	ENSMUSG00000073960
Olfr584	old symbol	MGI:3030418	Or52r1c	olfactory receptor family 52 subfamily R member 1C	protein coding gene	7	+	102734727	102735686	ENSMUSG00000073959
Olfr585	old symbol	MGI:3030419	Or51f1e	olfactory receptor family 51 subfamily F member 1E	protein coding gene	7	+	102746950	102747906	ENSMUSG00000078080
Olfr586	old symbol	MGI:3030420	Or51a5	olfactory receptor family 51 subfamily A member 5	protein coding gene	7	-	102771036	102771989	ENSMUSG00000066268
Olfr588-ps1		No associated gene								
Olfr589	old symbol	MGI:3030423	Or52e2	olfactory receptor family 52 subfamily E member 2	protein coding gene	7	-	102803999	102804952	ENSMUSG00000051362
Olfr591	old symbol	MGI:3030425	Or52s1b	olfactory receptor family 52 subfamily S member 1B	protein coding gene	7	-	102821898	102822842	ENSMUSG00000057461
Olfr592	old symbol	MGI:3030426	Or52j3	olfactory receptor family 52 subfamily J member 3	protein coding gene	7	+	102835810	102836748	ENSMUSG00000073956
