Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Chr	Strand	Start	End
A930003O13Rik	current symbol	MGI:3612704	A930003O13Rik	RIKEN cDNA A930003O13 gene	lncRNA gene	5	-	22943908	22951882
Lhfpl3	current symbol	MGI:1925076	Lhfpl3	lipoma HMGIC fusion partner-like 3	protein coding gene	5	+	22951057	23480595
Gm42948	current symbol	MGI:5663085	Gm42948	predicted gene 42948	lncRNA gene	5	-	23405918	23428794
Gm42951	current symbol	MGI:5663088	Gm42951	predicted gene 42951	lncRNA gene	5	-	23535368	23552272
5031425E22Rik	current symbol	MGI:1923227	5031425E22Rik	RIKEN cDNA 5031425E22 gene	lncRNA gene	5	-	23587300	23639351
4930580E04Rik	current symbol	MGI:1923106	4930580E04Rik	RIKEN cDNA 4930580E04 gene	lncRNA gene	5	+	23592107	23593599
Kmt2e	current symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	5	+	23639439	23709233
Srpk2	current symbol	MGI:1201408	Srpk2	serine/arginine-rich protein specific kinase 2	protein coding gene	5	-	23708354	23889639
Gm43566	current symbol	MGI:5663703	Gm43566	predicted gene 43566	lncRNA gene	5	-	23879737	23880544
AI506816	current symbol	MGI:2140929	AI506816	expressed sequence AI506816	lncRNA gene	5	-	23903294	23917684
Pus7	current symbol	MGI:1925947	Pus7	pseudouridylate synthase 7	protein coding gene	5	-	23945646	23988709
Rint1	current symbol	MGI:1916233	Rint1	RAD50 interactor 1	protein coding gene	5	+	23992709	24025367
Tomm7	current symbol	MGI:1913419	Tomm7	translocase of outer mitochondrial membrane 7	protein coding gene	5	-	24043942	24049143
2700038G22Rik	current symbol	MGI:1914444	2700038G22Rik	RIKEN cDNA 2700038G22 gene	lncRNA gene	5	+	24055595	24060031
Fam126a		No associated gene							
Klhl7	current symbol	MGI:1196453	Klhl7	kelch-like 7	protein coding gene	5	+	24305603	24365790
Nupl2	current symbol	MGI:2387631	Nupl2	nucleoporin like 2	protein coding gene	5	+	24369961	24389011
Kcnh2	current symbol	MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	protein coding gene	5	-	24524587	24556602
Gm15589	current symbol	MGI:3783037	Gm15589	predicted gene 15589	lncRNA gene	5	+	24538921	24542214
Nos3	current symbol	MGI:97362	Nos3	nitric oxide synthase 3, endothelial cell	protein coding gene	5	+	24569808	24589472
Gm15587	current symbol	MGI:3783035	Gm15587	predicted gene 15587	lncRNA gene	5	-	24571190	24588612
Atg9b	current symbol	MGI:2685420	Atg9b	autophagy related 9B	protein coding gene	5	-	24589179	24597141
Abcb8	current symbol	MGI:1351667	Abcb8	ATP-binding cassette, sub-family B member 8	protein coding gene	5	+	24598661	24615052
Asic3	current symbol	MGI:2159339	Asic3	acid-sensing ion channel 3	protein coding gene	5	+	24618449	24622836
Cdk5	current symbol	MGI:101765	Cdk5	cyclin dependent kinase 5	protein coding gene	5	-	24623239	24628528
Slc4a2	current symbol	MGI:109351	Slc4a2	solute carrier family 4 (anion exchanger), member 2	protein coding gene	5	+	24628939	24645945
Fastk	current symbol	MGI:1913837	Fastk	Fas-activated serine/threonine kinase	protein coding gene	5	-	24646036	24650280
Tmub1	current symbol	MGI:1923764	Tmub1	transmembrane and ubiquitin-like domain containing 1	protein coding gene	5	-	24650456	24652852
2310074N15Rik	current symbol	MGI:1922838	2310074N15Rik	RIKEN cDNA 2310074N15 gene	lncRNA gene	5	+	24652906	24653487
Agap3	current symbol	MGI:2183446	Agap3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	protein coding gene	5	+	24657175	24707045
Gbx1	current symbol	MGI:95667	Gbx1	gastrulation brain homeobox 1	protein coding gene	5	-	24709424	24731846
Asb10	current symbol	MGI:2152836	Asb10	ankyrin repeat and SOCS box-containing 10	protein coding gene	5	-	24737695	24745976
Iqca1l	current symbol	MGI:3045319	Iqca1l	IQ motif containing with AAA domain 1 like	protein coding gene	5	-	24748432	24760467
Abcf2	current symbol	MGI:1351657	Abcf2	ATP-binding cassette, sub-family F member 2	protein coding gene	5	-	24770343	24782465
Chpf2	current symbol	MGI:1917522	Chpf2	chondroitin polymerizing factor 2	protein coding gene	5	+	24791739	24799554
Smarcd3	current symbol	MGI:1914243	Smarcd3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	protein coding gene	5	-	24797620	24829649
Nub1	current symbol	MGI:1889001	Nub1	negative regulator of ubiquitin-like proteins 1	protein coding gene	5	+	24890813	24915376
Gm26648	current symbol	MGI:5477142	Gm26648	predicted gene, 26648	lncRNA gene	5	-	24901900	24909688
Wdr86	current symbol	MGI:1915466	Wdr86	WD repeat domain 86	protein coding gene	5	-	24916736	24935725
Crygn	current symbol	MGI:2449167	Crygn	crystallin, gamma N	protein coding gene	5	-	24956000	24962846
Rheb	current symbol	MGI:97912	Rheb	Ras homolog enriched in brain	protein coding gene	5	-	25007821	25047359
Prkag2	current symbol	MGI:1336153	Prkag2	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	protein coding gene	5	-	25067742	25305640
Prkag2os2	current symbol	MGI:3783001	Prkag2os2	protein kinase, AMP-activated, gamma 2 non-catalytic subunit, opposite strand 2	antisense lncRNA gene	5	+	25078542	25080932
Prkag2os1	current symbol	MGI:1918411	Prkag2os1	protein kinase, AMP-activated, gamma 2 non-catalytic subunit, opposite strand 1	antisense lncRNA gene	5	+	25107567	25111847
1500035N22Rik	current symbol	MGI:1917508	1500035N22Rik	RIKEN cDNA 1500035N22 gene	lncRNA gene	5	+	25190840	25203166
2900005J15Rik	current symbol	MGI:1914511	2900005J15Rik	RIKEN cDNA 2900005J15 gene	lncRNA gene	5	+	25305973	25308005
Galntl5	current symbol	MGI:1915159	Galntl5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 5	protein coding gene	5	+	25386458	25425295
Galnt11	current symbol	MGI:2444392	Galnt11	polypeptide N-acetylgalactosaminyltransferase 11	protein coding gene	5	+	25427732	25470916
E130116L18Rik	current symbol	MGI:1925120	E130116L18Rik	RIKEN cDNA E130116L18 gene	protein coding gene	5	-	25427846	25428151
Kmt2c	current symbol	MGI:2444959	Kmt2c	lysine (K)-specific methyltransferase 2C	protein coding gene	5	-	25476796	25703781
Cct8l1	current symbol	MGI:2685289	Cct8l1	chaperonin containing TCP1 subunit 8-like 1	protein coding gene	5	+	25721065	25723025
1700096K18Rik	current symbol	MGI:1920821	1700096K18Rik	RIKEN cDNA 1700096K18 gene	lncRNA gene	5	+	25735016	25736464
Gm10062	current symbol	MGI:3641967	Gm10062	predicted gene 10062	lncRNA gene	5	-	25864684	25865361
Gm43972	current symbol	MGI:5690364	Gm43972	predicted gene, 43972	lncRNA gene	5	+	25864807	25866273
Xrcc2	current symbol	MGI:1927345	Xrcc2	X-ray repair complementing defective repair in Chinese hamster cells 2	protein coding gene	5	-	25894812	25910795
Actr3b	current symbol	MGI:2661120	Actr3b	ARP3 actin-related protein 3B	protein coding gene	5	+	25964995	26055686
Gm21655	current symbol	MGI:5435010	Gm21655	predicted gene, 21655	lncRNA gene	5	-	26125553	26131270
Gm21663	current symbol	MGI:5435018	Gm21663	predicted gene, 21663	protein coding gene	5	-	26140789	26147379
Gm21671	current symbol	MGI:5435026	Gm21671	predicted gene, 21671	protein coding gene	5	-	26154795	26159342
Gm21680	current symbol	MGI:5435035	Gm21680	predicted gene, 21680	protein coding gene	5	-	26171909	26177643
Gm21698	current symbol	MGI:5435053	Gm21698	predicted gene, 21698	protein coding gene	5	-	26187028	26193648
Gm1979	current symbol	MGI:3780148	Gm1979	predicted gene 1979	protein coding gene	5	-	26204020	26209796
Gm5862	current symbol	MGI:3645135	Gm5862	predicted gene 5862	protein coding gene	5	-	26223419	26227889
Speer4a	current symbol	MGI:1922907	Speer4a	spermatogenesis associated glutamate (E)-rich protein 4A	protein coding gene	5	-	26239268	26244503
Gm7347	current symbol	MGI:3645983	Gm7347	predicted gene 7347	protein coding gene	5	-	26256877	26263532
Gm10471	current symbol	MGI:3641900	Gm10471	predicted gene 10471	protein coding gene	5	-	26287572	26294289
5031410I06Rik	current symbol	MGI:3036277	5031410I06Rik	RIKEN cDNA 5031410I06 gene	protein coding gene	5	-	26303666	26310312
Gm10220	current symbol	MGI:3798181	Gm10220	predicted gene 10220	protein coding gene	5	-	26319762	26326419
Gm7361	current symbol	MGI:3805965	Gm7361	predicted gene 7361	protein coding gene	5	+	26462689	26469306
4930584F24Rik	current symbol	MGI:1923192	4930584F24Rik	RIKEN cDNA 4930584F24 gene	lncRNA gene	5	-	26665068	26698312
Dpp6	current symbol	MGI:94921	Dpp6	dipeptidylpeptidase 6	protein coding gene	5	+	27022355	27932498
Speer4b	current symbol	MGI:1920776	Speer4b	spermatogenesis associated glutamate (E)-rich protein 4B	protein coding gene	5	-	27700807	27706390
Gm16058	current symbol	MGI:3802026	Gm16058	predicted gene 16058	lncRNA gene	5	-	27757549	27758873
Paxip1	current symbol	MGI:1890430	Paxip1	PAX interacting (with transcription-activation domain) protein 1	protein coding gene	5	-	27945078	27996689
Htr5a	current symbol	MGI:96283	Htr5a	5-hydroxytryptamine (serotonin) receptor 5A	protein coding gene	5	+	28047147	28060086
Gm26608	current symbol	MGI:5477102	Gm26608	predicted gene, 26608	lncRNA gene	5	-	28259945	28261030
Insig1	current symbol	MGI:1916289	Insig1	insulin induced gene 1	protein coding gene	5	+	28276410	28283660
En2	current symbol	MGI:95390	En2	engrailed 2	protein coding gene	5	+	28370692	28377164
Cnpy1	current symbol	MGI:2442451	Cnpy1	canopy FGF signaling regulator 1	protein coding gene	5	-	28405817	28450786
Rbm33	current symbol	MGI:1919670	Rbm33	RNA binding motif protein 33	protein coding gene	5	+	28522119	28624237
Shh	current symbol	MGI:98297	Shh	sonic hedgehog	protein coding gene	5	-	28661838	28672099
9530036O11Rik	current symbol	MGI:2444607	9530036O11Rik	RIKEN cDNA 9530036O11Rik	lncRNA gene	5	+	28671982	28924207
Rnf32	current symbol	MGI:1861747	Rnf32	ring finger protein 32	protein coding gene	5	+	29400990	29433455
Lmbr1	current symbol	MGI:1861746	Lmbr1	limb region 1	protein coding gene	5	-	29434800	29583388
4632411P08Rik	current symbol	MGI:1925513	4632411P08Rik	RIKEN cDNA 4632411P08 gene	lncRNA gene	5	+	29583697	29595486
Nom1	current symbol	MGI:1861749	Nom1	nucleolar protein with MIF4G domain 1	protein coding gene	5	+	29637338	29658504
Mnx1	current symbol	MGI:109160	Mnx1	motor neuron and pancreas homeobox 1	protein coding gene	5	-	29678821	29683468
Ube3c	current symbol	MGI:2140998	Ube3c	ubiquitin protein ligase E3C	protein coding gene	5	+	29774240	29881075
Gm5129	current symbol	MGI:3648499	Gm5129	predicted gene 5129	lncRNA gene	5	-	29940332	29940934
Dnajb6	current symbol	MGI:1344381	Dnajb6	DnaJ heat shock protein family (Hsp40) member B6	protein coding gene	5	+	29940896	29991476
Gm42450	current symbol	MGI:5662587	Gm42450	predicted gene 42450	lncRNA gene	5	-	30091726	30096962
A230098N10Rik	current symbol	MGI:2141280	A230098N10Rik	RIKEN cDNA A230098N10 gene	lncRNA gene	5	-	30201139	30213796
Il6	current symbol	MGI:96559	Il6	interleukin 6	protein coding gene	5	+	30218112	30224973
Tyms	current symbol	MGI:98878	Tyms	thymidylate synthase	protein coding gene	5	-	30263200	30278615
Gm4961	current symbol	MGI:3645260	Gm4961	predicted pseudogene 4961	lncRNA gene	5	+	30297938	30302684
3110082J24Rik	current symbol	MGI:3641994	3110082J24Rik	RIKEN cDNA 3110082J24 gene	lncRNA gene	5	-	30308582	30311084
Garem2	current symbol	MGI:2685290	Garem2	GRB2 associated regulator of MAPK1 subtype 2	protein coding gene	5	+	30310194	30323378
Hadha	current symbol	MGI:2135593	Hadha	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	protein coding gene	5	-	30324421	30359978
Hadhb	current symbol	MGI:2136381	Hadhb	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	protein coding gene	5	+	30360251	30389591
Adgrf3	current symbol	MGI:2685887	Adgrf3	adhesion G protein-coupled receptor F3	protein coding gene	5	-	30398429	30410720
Selenoi	current symbol	MGI:107898	Selenoi	selenoprotein I	protein coding gene	5	+	30437579	30477425
Drc1	current symbol	MGI:2685906	Drc1	dynein regulatory complex subunit 1	protein coding gene	5	+	30486386	30524039
Gm43755	current symbol	MGI:5663892	Gm43755	predicted gene 43755	lncRNA gene	5	+	30523390	30523834
Otof	current symbol	MGI:1891247	Otof	otoferlin	protein coding gene	5	-	30524406	30619276
1700001C02Rik		No associated gene							
Cib4	current symbol	MGI:1920509	Cib4	calcium and integrin binding family member 4	protein coding gene	5	-	30642927	30703180
Gm42765	current symbol	MGI:5662902	Gm42765	predicted gene 42765	lncRNA gene	5	+	30686801	30701174
Gm9899	current symbol	MGI:3708711	Gm9899	predicted gene 9899	lncRNA gene	5	-	30731331	30745963
Kcnk3	current symbol	MGI:1100509	Kcnk3	potassium channel, subfamily K, member 3	protein coding gene	5	+	30745514	30782614
Slc35f6	current symbol	MGI:1922169	Slc35f6	solute carrier family 35, member F6	protein coding gene	5	+	30805277	30817073
Cenpa	current symbol	MGI:88375	Cenpa	centromere protein A	protein coding gene	5	+	30824214	30832181
Dpysl5	current symbol	MGI:1929772	Dpysl5	dihydropyrimidinase-like 5	protein coding gene	5	+	30868908	30956713
Gm42764	current symbol	MGI:5662901	Gm42764	predicted gene 42764	lncRNA gene	5	+	30916376	30917821
Mapre3	current symbol	MGI:2140967	Mapre3	microtubule-associated protein, RP/EB family, member 3	protein coding gene	5	+	30971985	31023450
Gm19409	current symbol	MGI:5011594	Gm19409	predicted gene, 19409	lncRNA gene	5	+	30972964	30975821
Gm15461	current symbol	MGI:3705274	Gm15461	predicted gene 15461	lncRNA gene	5	-	30975321	30979956
Tmem214	current symbol	MGI:1916046	Tmem214	transmembrane protein 214	protein coding gene	5	+	31026923	31034813
Agbl5	current symbol	MGI:2441745	Agbl5	ATP/GTP binding protein-like 5	protein coding gene	5	+	31046038	31064309
Ost4	current symbol	MGI:1914945	Ost4	oligosaccharyltransferase complex subunit 4 (non-catalytic)	protein coding gene	5	-	31063860	31065155
Emilin1	current symbol	MGI:1926189	Emilin1	elastin microfibril interfacer 1	protein coding gene	5	+	31070746	31078621
Khk	current symbol	MGI:1096353	Khk	ketohexokinase	protein coding gene	5	+	31078780	31088592
Cgref1	current symbol	MGI:1915817	Cgref1	cell growth regulator with EF hand domain 1	protein coding gene	5	-	31090487	31102824
Preb	current symbol	MGI:1355326	Preb	prolactin regulatory element binding	protein coding gene	5	-	31109011	31117700
Tcf23	current symbol	MGI:1934960	Tcf23	transcription factor 23	protein coding gene	5	+	31126006	31134362
Slc5a6	current symbol	MGI:2660847	Slc5a6	solute carrier family 5 (sodium-dependent vitamin transporter), member 6	protein coding gene	5	-	31193380	31206268
Atraid	current symbol	MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	protein coding gene	5	+	31205984	31211977
Cad	current symbol	MGI:1916969	Cad	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	protein coding gene	5	+	31212124	31235823
Slc30a3	current symbol	MGI:1345280	Slc30a3	solute carrier family 30 (zinc transporter), member 3	protein coding gene	5	-	31243450	31265581
Dnajc5g	current symbol	MGI:3045263	Dnajc5g	DnaJ heat shock protein family (Hsp40) member C5 gamma	protein coding gene	5	+	31265637	31269870
Trim54	current symbol	MGI:1889623	Trim54	tripartite motif-containing 54	protein coding gene	5	+	31274056	31294974
Gm15469	current symbol	MGI:3705154	Gm15469	predicted gene 15469	lncRNA gene	5	-	31293100	31294233
Ucn	current symbol	MGI:1276123	Ucn	urocortin	protein coding gene	5	-	31295407	31296173
Mpv17	current symbol	MGI:97138	Mpv17	MpV17 mitochondrial inner membrane protein	protein coding gene	5	-	31298007	31311595
Gtf3c2	current symbol	MGI:1919002	Gtf3c2	general transcription factor IIIC, polypeptide 2, beta	protein coding gene	5	-	31313350	31337488
Eif2b4	current symbol	MGI:95300	Eif2b4	eukaryotic translation initiation factor 2B, subunit 4 delta	protein coding gene	5	-	31344902	31350483
Snx17	current symbol	MGI:2387801	Snx17	sorting nexin 17	protein coding gene	5	+	31350606	31356244
Zfp513	current symbol	MGI:2141255	Zfp513	zinc finger protein 513	protein coding gene	5	-	31356325	31359647
Ppm1g	current symbol	MGI:106065	Ppm1g	protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform	protein coding gene	5	-	31360012	31377889
Gm9970	current symbol	MGI:3642876	Gm9970	predicted gene 9970	lncRNA gene	5	-	31397810	31398576
Nrbp1	current symbol	MGI:2183436	Nrbp1	nuclear receptor binding protein 1	protein coding gene	5	+	31398227	31408910
Krtcap3	current symbol	MGI:1917065	Krtcap3	keratinocyte associated protein 3	protein coding gene	5	+	31409050	31410541
Ift172	current symbol	MGI:2682064	Ift172	intraflagellar transport 172	protein coding gene	5	-	31410623	31448458
Fndc4	current symbol	MGI:1917195	Fndc4	fibronectin type III domain containing 4	protein coding gene	5	-	31449586	31453279
Gckr	current symbol	MGI:1096345	Gckr	glucokinase regulatory protein	protein coding gene	5	+	31454787	31484658
Zfp512	current symbol	MGI:1917345	Zfp512	zinc finger protein 512	protein coding gene	5	+	31609775	31639098
4930548H24Rik		No associated gene							
4930566F21Rik	current symbol	MGI:1923094	4930566F21Rik	RIKEN cDNA 4930566F21 gene	lncRNA gene	5	-	31643973	31652523
Gpn1	current symbol	MGI:1921504	Gpn1	GPN-loop GTPase 1	protein coding gene	5	+	31652085	31670248
Supt7l	current symbol	MGI:1919445	Supt7l	SPT7-like, STAGA complex gamma subunit	protein coding gene	5	-	31671913	31684106
Slc4a1ap	current symbol	MGI:1196608	Slc4a1ap	solute carrier family 4 (anion exchanger), member 1, adaptor protein	protein coding gene	5	+	31684339	31714276
Gm43660	current symbol	MGI:5663797	Gm43660	predicted gene 43660	lncRNA gene	5	-	31718156	31726416
AI839979	current symbol	MGI:2140975	AI839979	expressed sequence AI839979	lncRNA gene	5	-	31726936	31728741
Mrpl33	current symbol	MGI:2137225	Mrpl33	mitochondrial ribosomal protein L33	protein coding gene	5	+	31771295	31779988
Rbks	current symbol	MGI:1918586	Rbks	ribokinase	protein coding gene	5	-	31781783	31854971
Babam2	current symbol	MGI:1333875	Babam2	BRISC and BRCA1 A complex member 2	protein coding gene	5	+	31855394	32242083
Gm17130	current symbol	MGI:4937957	Gm17130	predicted gene 17130	lncRNA gene	5	-	32163321	32168207
Fosl2	current symbol	MGI:102858	Fosl2	fos-like antigen 2	protein coding gene	5	+	32293145	32315186
Plb1	current symbol	MGI:1922406	Plb1	phospholipase B1	protein coding gene	5	+	32390035	32521700
Gm36840	current symbol	MGI:5595999	Gm36840	predicted gene, 36840	lncRNA gene	5	-	32478108	32512227
Gm7596	current symbol	MGI:3644314	Gm7596	predicted gene 7596	lncRNA gene	5	-	32547391	32555252
Ppp1cb	current symbol	MGI:104871	Ppp1cb	protein phosphatase 1 catalytic subunit beta	protein coding gene	5	+	32616192	32651057
Gm15614	current symbol	MGI:3783059	Gm15614	predicted gene 15614	lncRNA gene	5	-	32664528	32740730
Yes1	current symbol	MGI:99147	Yes1	YES proto-oncogene 1, Src family tyrosine kinase	protein coding gene	5	+	32768515	32844401
Pisd	current symbol	MGI:2445114	Pisd	phosphatidylserine decarboxylase	protein coding gene	5	-	32893645	32942990
Gm43695	current symbol	MGI:5663832	Gm43695	predicted gene 43695	lncRNA gene	5	-	32896402	32896678
Prr14l	current symbol	MGI:2443658	Prr14l	proline rich 14-like	protein coding gene	5	-	32947164	33011600
Depdc5	current symbol	MGI:2141101	Depdc5	DEP domain containing 5	protein coding gene	5	+	33021045	33151580
Ywhah	current symbol	MGI:109194	Ywhah	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	protein coding gene	5	+	33176160	33185310
Slc5a1	current symbol	MGI:107678	Slc5a1	solute carrier family 5 (sodium/glucose cotransporter), member 1	protein coding gene	5	+	33261563	33320043
Spon2	current symbol	MGI:1923724	Spon2	spondin 2, extracellular matrix protein	protein coding gene	5	-	33370862	33375596
Ctbp1	current symbol	MGI:1201685	Ctbp1	C-terminal binding protein 1	protein coding gene	5	-	33405067	33432338
Gm20465	current symbol	MGI:5141930	Gm20465	predicted gene 20465	lncRNA gene	5	-	33455122	33468485
Maea	current symbol	MGI:1891748	Maea	macrophage erythroblast attacher	protein coding gene	5	+	33492916	33530638
Uvssa	current symbol	MGI:1918351	Uvssa	UV stimulated scaffold protein A	protein coding gene	5	+	33535893	33577098
Nkx1-1	current symbol	MGI:109346	Nkx1-1	NK1 homeobox 1	protein coding gene	5	-	33588078	33591320
Gm43851	current symbol	MGI:5663988	Gm43851	predicted gene 43851	lncRNA gene	5	-	33593969	33594808
Fam53a	current symbol	MGI:1919225	Fam53a	family with sequence similarity 53, member A	protein coding gene	5	-	33757691	33786979
Gm9903	current symbol	MGI:3646113	Gm9903	predicted gene 9903	protein coding gene	5	+	33787269	33789436
Slbp	current symbol	MGI:108402	Slbp	stem-loop binding protein	protein coding gene	5	-	33797399	33809918
Tmem129	current symbol	MGI:1915616	Tmem129	transmembrane protein 129	protein coding gene	5	-	33810560	33815321
Tacc3	current symbol	MGI:1341163	Tacc3	transforming, acidic coiled-coil containing protein 3	protein coding gene	5	+	33814808	33829547
Fgfr3	current symbol	MGI:95524	Fgfr3	fibroblast growth factor receptor 3	protein coding gene	5	+	33879068	33894412
Letm1	current symbol	MGI:1932557	Letm1	leucine zipper-EF-hand containing transmembrane protein 1	protein coding gene	5	-	33897017	33940061
Nsd2	current symbol	MGI:1276574	Nsd2	nuclear receptor binding SET domain protein 2	protein coding gene	5	+	33978069	34055319
Nelfa	current symbol	MGI:1346098	Nelfa	negative elongation factor complex member A, Whsc2	protein coding gene	5	-	34055260	34093670
Gm42849	current symbol	MGI:5662986	Gm42849	predicted gene 42849	lncRNA gene	5	+	34104370	34106176
Gm42851	current symbol	MGI:5662988	Gm42851	predicted gene 42851	lncRNA gene	5	-	34104924	34106334
Gm1673	current symbol	MGI:2686519	Gm1673	predicted gene 1673	protein coding gene	5	+	34140777	34142353
Nat8l	current symbol	MGI:2447776	Nat8l	N-acetyltransferase 8-like	protein coding gene	5	+	34153328	34163260
Poln	current symbol	MGI:2675617	Poln	DNA polymerase N	protein coding gene	5	-	34164523	34326792
4930557J02Rik	current symbol	MGI:1922607	4930557J02Rik	RIKEN cDNA 4930557J02 gene	lncRNA gene	5	+	34276084	34292683
Haus3	current symbol	MGI:2387633	Haus3	HAUS augmin-like complex, subunit 3	protein coding gene	5	-	34311240	34326768
Mxd4	current symbol	MGI:104991	Mxd4	Max dimerization protein 4	protein coding gene	5	-	34333924	34345054
Gm42846	current symbol	MGI:5662983	Gm42846	predicted gene 42846	lncRNA gene	5	+	34331231	34332231
Zfyve28	current symbol	MGI:2684992	Zfyve28	zinc finger, FYVE domain containing 28	protein coding gene	5	-	34352237	34445793
Gm15513	current symbol	MGI:3782961	Gm15513	predicted gene 15513	lncRNA gene	5	-	34369154	34371146
Gm42848	current symbol	MGI:5662985	Gm42848	predicted gene 42848	lncRNA gene	5	+	34378506	34383328
Cfap99	current symbol	MGI:5434801	Cfap99	cilia and flagella associated protein 99	protein coding gene	5	+	34445944	34484671
Gm43458	current symbol	MGI:5663595	Gm43458	predicted gene 43458	lncRNA gene	5	-	34466556	34484874
Rnf4	current symbol	MGI:1201691	Rnf4	ring finger protein 4	protein coding gene	5	+	34493594	34510789
Fam193a	current symbol	MGI:2447768	Fam193a	family with sequence homology 193, member A	protein coding gene	5	+	34527277	34643800
Tnip2	current symbol	MGI:2386643	Tnip2	TNFAIP3 interacting protein 2	protein coding gene	5	-	34653440	34671323
Sh3bp2	current symbol	MGI:1346349	Sh3bp2	SH3-domain binding protein 2	protein coding gene	5	+	34683182	34720985
Add1	current symbol	MGI:87918	Add1	adducin 1	protein coding gene	5	+	34731008	34789652
Mfsd10	current symbol	MGI:1915544	Mfsd10	major facilitator superfamily domain containing 10	protein coding gene	5	-	34790988	34794558
Nop14	current symbol	MGI:1922666	Nop14	NOP14 nucleolar protein	protein coding gene	5	-	34795880	34817492
Gm15522	current symbol	MGI:3782969	Gm15522	predicted gene 15522	lncRNA gene	5	+	34808062	34809821
Grk4	current symbol	MGI:95801	Grk4	G protein-coupled receptor kinase 4	protein coding gene	5	+	34817723	34912649
Gm42560	current symbol	MGI:5662697	Gm42560	predicted gene 42560	lncRNA gene	5	-	34836867	34864175
Htt	current symbol	MGI:96067	Htt	huntingtin	protein coding gene	5	+	34919084	35069878
Msantd1	current symbol	MGI:2684990	Msantd1	Myb/SANT-like DNA-binding domain containing 1	protein coding gene	5	+	35071581	35084333
Rgs12	current symbol	MGI:1918979	Rgs12	regulator of G-protein signaling 12	protein coding gene	5	+	35106789	35196988
Gm43791	current symbol	MGI:5663928	Gm43791	predicted gene 43791	lncRNA gene	5	-	35189214	35190789
Hgfac	current symbol	MGI:1859281	Hgfac	hepatocyte growth factor activator	protein coding gene	5	+	35198853	35205805
Dok7	current symbol	MGI:3584043	Dok7	docking protein 7	protein coding gene	5	+	35214110	35245183
Lrpap1	current symbol	MGI:96829	Lrpap1	low density lipoprotein receptor-related protein associated protein 1	protein coding gene	5	-	35248834	35263043
Adra2c	current symbol	MGI:87936	Adra2c	adrenergic receptor, alpha 2c	protein coding gene	5	+	35435910	35439107
4930478P22Rik	current symbol	MGI:1922154	4930478P22Rik	RIKEN cDNA 4930478P22 gene	lncRNA gene	5	+	35518897	35525021
E130018O15Rik	current symbol	MGI:3045238	E130018O15Rik	RIKEN cDNA E130018O15 gene	lncRNA gene	5	-	35536496	35545820
Hmx1	current symbol	MGI:107178	Hmx1	H6 homeobox 1	protein coding gene	5	+	35546452	35557074
Cpz	current symbol	MGI:88487	Cpz	carboxypeptidase Z	protein coding gene	5	-	35659562	35682970
Trmt44	current symbol	MGI:1926140	Trmt44	tRNA methyltransferase 44	protein coding gene	5	-	35713547	35732414
4931431C16Rik	current symbol	MGI:1921614	4931431C16Rik	RIKEN cDNA 4931431C16 gene	lncRNA gene	5	-	35738571	35746107
Acox3	current symbol	MGI:1933156	Acox3	acyl-Coenzyme A oxidase 3, pristanoyl	protein coding gene	5	+	35740293	35772397
Htra3	current symbol	MGI:1925808	Htra3	HtrA serine peptidase 3	protein coding gene	5	-	35809367	35837126
Sh3tc1	current symbol	MGI:2678949	Sh3tc1	SH3 domain and tetratricopeptide repeats 1	protein coding gene	5	-	35854524	35897331
Gm15650	current symbol	MGI:3783094	Gm15650	predicted gene 15650	lncRNA gene	5	+	35879899	35881829
Ablim2	current symbol	MGI:2385758	Ablim2	actin-binding LIM protein 2	protein coding gene	5	+	35915224	36042317
Afap1	current symbol	MGI:1917542	Afap1	actin filament associated protein 1	protein coding gene	5	+	36050663	36161267
Sorcs2	current symbol	MGI:1932289	Sorcs2	sortilin-related VPS10 domain containing receptor 2	protein coding gene	5	-	36174524	36555483
Psapl1	current symbol	MGI:1924193	Psapl1	prosaposin-like 1	protein coding gene	5	+	36361365	36363912
2210406O10Rik	current symbol	MGI:1923960	2210406O10Rik	RIKEN cDNA 2210406O10 gene	lncRNA gene	5	-	36604955	36622197
Grpel1	current symbol	MGI:1334417	Grpel1	GrpE-like 1, mitochondrial	protein coding gene	5	+	36622529	36631421
Tada2b	current symbol	MGI:3035274	Tada2b	transcriptional adaptor 2B	protein coding gene	5	-	36631014	36641629
Ccdc96	current symbol	MGI:1913967	Ccdc96	coiled-coil domain containing 96	protein coding gene	5	+	36641932	36645515
