"mgi_symbol"	"ensembl_gene_id"	"chromosome_name"	"start_position"	"end_position"	"Feature.Type"
"Jak1"	"ENSMUSG00000028530"	"4"	101009564	101122479	"RNA"
"Jakmip1"	"ENSMUSG00000063646"	"5"	37185679	37307951	"RNA"
"Jchain"	"ENSMUSG00000067149"	"5"	88667668	88675750	"RNA"
"Jtb"	"ENSMUSG00000027937"	"3"	90138904	90143145	"RNA"
"Jun"	"ENSMUSG00000052684"	"4"	94937271	94940459	"RNA"
"Junos"	"ENSMUSG00000087366"	"4"	94939771	95055555	"RNA"
"Kank4"	"ENSMUSG00000035407"	"4"	98643135	98705774	"RNA"
"Kank4os"	"ENSMUSG00000085843"	"4"	98682005	98687137	"RNA"
"Kazn"	"ENSMUSG00000040606"	"4"	141829701	142205056	"RNA"
"Kcna10"	"ENSMUSG00000042861"	"3"	107090372	107103037	"RNA"
"Kcna2"	"ENSMUSG00000040724"	"3"	107008462	107022321	"RNA"
"Kcna3"	"ENSMUSG00000047959"	"3"	106943485	106945386	"RNA"
"Kcnab2"	"ENSMUSG00000028931"	"4"	152475199	152562367	"RNA"
"Kcnc4"	"ENSMUSG00000027895"	"3"	107345619	107366868	"RNA"
"Kcnd3"	"ENSMUSG00000040896"	"3"	105359646	105581318	"RNA"
"Kcnd3os"	"ENSMUSG00000074346"	"3"	105348911	105360271	"RNA"
"Kcnh2"	"ENSMUSG00000038319"	"5"	24524587	24556602	"RNA"
"Kcnip4"	"ENSMUSG00000029088"	"5"	48546844	49682249	"RNA"
"Kcnk3"	"ENSMUSG00000049265"	"5"	30745514	30782615	"RNA"
"Kcnn3"	"ENSMUSG00000000794"	"3"	89427471	89582439	"RNA"
"Kcnq4"	"ENSMUSG00000028631"	"4"	120553335	120605809	"RNA"
"Kctd10"	"ENSMUSG00000001098"	"5"	114501628	114518569	"RNA"
"Kctd7"	"ENSMUSG00000034110"	"5"	130173702	130184647	"RNA"
"Kctd8"	"ENSMUSG00000037653"	"5"	69266628	69499022	"RNA"
"Kdelr2"	"ENSMUSG00000079111"	"5"	143389593	143407656	"RNA"
"Kdf1"	"ENSMUSG00000037600"	"4"	133246274	133258101	"RNA"
"Kdm1a"	"ENSMUSG00000036940"	"4"	136277851	136330034	"RNA"
"Kdm2b"	"ENSMUSG00000029475"	"5"	123008728	123127886	"RNA"
"Kdm4a"	"ENSMUSG00000033326"	"4"	117994154	118037240	"RNA"
"Kdm4c"	"ENSMUSG00000028397"	"4"	74160734	74324097	"RNA"
"Kdr"	"ENSMUSG00000062960"	"5"	76093487	76139118	"RNA"
"Khdc4"	"ENSMUSG00000028060"	"3"	88593110	88620231	"RNA"
"Khdrbs1"	"ENSMUSG00000028790"	"4"	129596957	129636096	"RNA"
"Khk"	"ENSMUSG00000029162"	"5"	31078775	31088592	"RNA"
"Kif12"	"ENSMUSG00000028357"	"4"	63083867	63090368	"RNA"
"Kif17"	"ENSMUSG00000028758"	"4"	137977746	138029278	"RNA"
"Kif1b"	"ENSMUSG00000063077"	"4"	149260776	149392150	"RNA"
"Kif24"	"ENSMUSG00000028438"	"4"	41390745	41464887	"RNA"
"Kif2c"	"ENSMUSG00000028678"	"4"	117016836	117039836	"RNA"
"Kirrel"	"ENSMUSG00000041734"	"3"	86985900	87082054	"RNA"
"Kit"	"ENSMUSG00000005672"	"5"	75735576	75817382	"RNA"
"Klb"	"ENSMUSG00000029195"	"5"	65505657	65541350	"RNA"
"Klf17"	"ENSMUSG00000048626"	"4"	117615033	117622845	"RNA"
"Klf3"	"ENSMUSG00000029178"	"5"	64960731	64990244	"RNA"
"Klf4"	"ENSMUSG00000003032"	"4"	55527143	55532466	"RNA"
"Klhdc7a"	"ENSMUSG00000078234"	"4"	139687531	139695337	"RNA"
"Klhl21"	"ENSMUSG00000073700"	"4"	152093260	152102137	"RNA"
"Klhl32"	"ENSMUSG00000040387"	"4"	24612554	24851124	"RNA"
"Klhl5"	"ENSMUSG00000054920"	"5"	65264882	65325531	"RNA"
"Klhl7"	"ENSMUSG00000028986"	"5"	24305603	24365790	"RNA"
"Klhl8"	"ENSMUSG00000029312"	"5"	104009839	104059125	"RNA"
"Klhl9"	"ENSMUSG00000070923"	"4"	88636529	88640702	"RNA"
"Kmt2c"	"ENSMUSG00000038056"	"5"	25476796	25703781	"RNA"
"Kmt2e"	"ENSMUSG00000029004"	"5"	23639439	23709233	"RNA"
"Kmt5a"	"ENSMUSG00000049327"	"5"	124577993	124600371	"RNA"
"Kncn"	"ENSMUSG00000073774"	"4"	115741597	115746723	"RNA"
"Kntc1"	"ENSMUSG00000029414"	"5"	123887779	123959656	"RNA"
"Kpna4"	"ENSMUSG00000027782"	"3"	68974482	69034446	"RNA"
"Kpna6"	"ENSMUSG00000003731"	"4"	129537773	129566560	"RNA"
"Kpna7"	"ENSMUSG00000038770"	"5"	144920329	145020840	"RNA"
"Kprp"	"ENSMUSG00000059832"	"3"	92730381	92734554	"RNA"
"Krit1"	"ENSMUSG00000000600"	"5"	3853184	3895564	"RNA"
"Krtcap2"	"ENSMUSG00000042747"	"3"	89153273	89157213	"RNA"
"Krtcap3"	"ENSMUSG00000029149"	"5"	31409035	31410546	"RNA"
"Ksr2"	"ENSMUSG00000061578"	"5"	117552036	117913068	"RNA"
"Kti12"	"ENSMUSG00000073775"	"4"	108704982	108706610	"RNA"
"Kyat3"	"ENSMUSG00000040213"	"3"	142406812	142452631	"RNA"
"L1td1"	"ENSMUSG00000087166"	"4"	98614971	98626717	"RNA"
"Lactbl1"	"ENSMUSG00000070683"	"4"	136349932	136366421	"RNA"
"Lamtor2"	"ENSMUSG00000028062"	"3"	88457126	88460381	"RNA"
"Lamtor3"	"ENSMUSG00000091512"	"3"	137624267	137634661	"RNA"
"Lamtor4"	"ENSMUSG00000050552"	"5"	138253744	138257660	"RNA"
"Lamtor5"	"ENSMUSG00000087260"	"3"	107186174	107191398	"RNA"
"Lao1"	"ENSMUSG00000024903"	"4"	118818775	118826109	"RNA"
"Lap3"	"ENSMUSG00000039682"	"5"	45650716	45670033	"RNA"
"Laptm5"	"ENSMUSG00000028581"	"4"	130640436	130663452	"RNA"
"Larp7"	"ENSMUSG00000027968"	"3"	127330363	127346998	"RNA"
"Lat2"	"ENSMUSG00000040751"	"5"	134628876	134643879	"RNA"
"Lce1a1"	"ENSMUSG00000057609"	"3"	92553842	92555614	"RNA"
"Lce1a2"	"ENSMUSG00000068890"	"3"	92575920	92577622	"RNA"
"Lce1b"	"ENSMUSG00000027923"	"3"	92562957	92564233	"RNA"
"Lce1c"	"ENSMUSG00000042092"	"3"	92586554	92588225	"RNA"
"Lce1d"	"ENSMUSG00000103243"	"3"	92592806	92594517	"RNA"
"Lce1e"	"ENSMUSG00000068889"	"3"	92614708	92616381	"RNA"
"Lce1f"	"ENSMUSG00000042124"	"3"	92625992	92627657	"RNA"
"Lce1g"	"ENSMUSG00000027919"	"3"	92657455	92659645	"RNA"
"Lce1h"	"ENSMUSG00000049593"	"3"	92670522	92672372	"RNA"
"Lce1i"	"ENSMUSG00000068888"	"3"	92684517	92686206	"RNA"
"Lce1j"	"ENSMUSG00000068887"	"3"	92696147	92697821	"RNA"
"Lce1k"	"ENSMUSG00000095870"	"3"	92713598	92715198	"RNA"
"Lce1l"	"ENSMUSG00000046676"	"3"	92757256	92758593	"RNA"
"Lce1m"	"ENSMUSG00000027912"	"3"	92925117	92926367	"RNA"
"Lce3a"	"ENSMUSG00000054325"	"3"	92832594	92833537	"RNA"
"Lce3b"	"ENSMUSG00000042031"	"3"	92840286	92841404	"RNA"
"Lce3c"	"ENSMUSG00000045475"	"3"	92851793	92853040	"RNA"
"Lce3d"	"ENSMUSG00000043472"	"3"	92864697	92865812	"RNA"
"Lce3e"	"ENSMUSG00000074433"	"3"	92874368	92875588	"RNA"
"Lce3f"	"ENSMUSG00000068885"	"3"	92899533	92900733	"RNA"
"Lce6a"	"ENSMUSG00000086848"	"3"	92527388	92528967	"RNA"
"Lck"	"ENSMUSG00000000409"	"4"	129442137	129467434	"RNA"
"Lcorl"	"ENSMUSG00000015882"	"5"	45854523	46014957	"RNA"
"Ldb2"	"ENSMUSG00000039706"	"5"	44629474	44957022	"RNA"
"Ldc1"	"ENSMUSG00000023120"	"4"	130102902	130116194	"RNA"
"Ldlrad1"	"ENSMUSG00000070877"	"4"	107066377	107075257	"RNA"
"Ldlrad2"	"ENSMUSG00000094035"	"4"	137298187	137309415	"RNA"
"Ldlrap1"	"ENSMUSG00000037295"	"4"	134468865	134495335	"RNA"
"Lef1"	"ENSMUSG00000027985"	"3"	130904120	131018005	"RNA"
"Lef1os1"	"ENSMUSG00000106086"	"3"	130902675	130905739	"RNA"
"Lelp1"	"ENSMUSG00000027927"	"3"	92042304	92050051	"RNA"
"Lenep"	"ENSMUSG00000078173"	"3"	89308295	89310100	"RNA"
"Lepr"	"ENSMUSG00000057722"	"4"	101574601	101672549	"RNA"
"Leprot"	"ENSMUSG00000035212"	"4"	101504915	101516561	"RNA"
"Letm1"	"ENSMUSG00000005299"	"5"	33897017	33940161	"RNA"
"Lexm"	"ENSMUSG00000054362"	"4"	106448106	106474438	"RNA"
"Lfng"	"ENSMUSG00000029570"	"5"	140593075	140601300	"RNA"
"Lgi2"	"ENSMUSG00000039252"	"5"	52690859	52723804	"RNA"
"Lhfpl3"	"ENSMUSG00000106379"	"5"	22951057	23480595	"RNA"
"Lhx5"	"ENSMUSG00000029595"	"5"	120569764	120579288	"RNA"
"Lhx8"	"ENSMUSG00000096225"	"3"	154011931	154036296	"RNA"
"Lias"	"ENSMUSG00000029199"	"5"	65548840	65568036	"RNA"
"Limch1"	"ENSMUSG00000037736"	"5"	66903170	67214501	"RNA"
"Limk1"	"ENSMUSG00000029674"	"5"	134684893	134717452	"RNA"
"Lin28a"	"ENSMUSG00000050966"	"4"	133730641	133746152	"RNA"
"Lin54"	"ENSMUSG00000118665"	"5"	100589900	100648493	"RNA"
"Lingo2"	"ENSMUSG00000045083"	"4"	35706647	36951747	"RNA"
"Lingo4"	"ENSMUSG00000044505"	"3"	94305824	94311808	"RNA"
"Lix1l"	"ENSMUSG00000049288"	"3"	96508465	96533487	"RNA"
"Lmbr1"	"ENSMUSG00000010721"	"5"	29434800	29583388	"RNA"
"Lmna"	"ENSMUSG00000028063"	"3"	88387454	88417263	"RNA"
"Lmo4"	"ENSMUSG00000028266"	"3"	143894291	143910981	"RNA"
"Lmtk2"	"ENSMUSG00000038970"	"5"	144037254	144125022	"RNA"
"Lnx1"	"ENSMUSG00000029228"	"5"	74753108	74863573	"RNA"
"Lor"	"ENSMUSG00000043165"	"3"	91987578	91990449	"RNA"
"Lpar1"	"ENSMUSG00000038668"	"4"	58435255	58553898	"RNA"
"Lpar3"	"ENSMUSG00000036832"	"3"	145926718	145991941	"RNA"
"Lpcat2b"	"ENSMUSG00000033794"	"5"	107579415	107582905	"RNA"
"Lrat"	"ENSMUSG00000028003"	"3"	82799886	82811280	"RNA"
"Lrba"	"ENSMUSG00000028080"	"3"	86131987	86689999	"RNA"
"Lrch4"	"ENSMUSG00000093445"	"5"	137627383	137639361	"RNA"
"Lrcol1"	"ENSMUSG00000072754"	"5"	110492596	110503960	"RNA"
"Lrif1"	"ENSMUSG00000056260"	"3"	106592303	106643893	"RNA"
"Lrig2"	"ENSMUSG00000032913"	"3"	104303734	104419234	"RNA"
"Lrit3"	"ENSMUSG00000093865"	"3"	129581530	129597679	"RNA"
"Lrp8"	"ENSMUSG00000028613"	"4"	107659066	107734037	"RNA"
"Lrp8os1"	"ENSMUSG00000028612"	"4"	107685093	107688041	"RNA"
"Lrp8os2"	"ENSMUSG00000073779"	"4"	107663230	107680219	"RNA"
"Lrp8os3"	"ENSMUSG00000087200"	"4"	107650358	107659261	"RNA"
"Lrpap1"	"ENSMUSG00000029103"	"5"	35248845	35263110	"RNA"
"Lrrc17"	"ENSMUSG00000039883"	"5"	21748557	21780902	"RNA"
"Lrrc19"	"ENSMUSG00000049799"	"4"	94524890	94538381	"RNA"
"Lrrc38"	"ENSMUSG00000028584"	"4"	143076327	143097602	"RNA"
"Lrrc39"	"ENSMUSG00000027961"	"3"	116356622	116376783	"RNA"
"Lrrc40"	"ENSMUSG00000063052"	"3"	157742299	157774124	"RNA"
"Lrrc41"	"ENSMUSG00000028703"	"4"	115932466	115954240	"RNA"
"Lrrc42"	"ENSMUSG00000028617"	"4"	107090711	107110729	"RNA"
"Lrrc43"	"ENSMUSG00000063409"	"5"	123627368	123646268	"RNA"
"Lrrc47"	"ENSMUSG00000029028"	"4"	154096188	154105970	"RNA"
"Lrrc66"	"ENSMUSG00000067206"	"5"	73763985	73789869	"RNA"
"Lrrc69"	"ENSMUSG00000023151"	"4"	14623620	14796060	"RNA"
"Lrrc7"	"ENSMUSG00000028176"	"3"	157788528	158267858	"RNA"
"Lrrc71"	"ENSMUSG00000023084"	"3"	87644230	87655932	"RNA"
"Lrrc8b"	"ENSMUSG00000070639"	"5"	105563641	105637940	"RNA"
"Lrrc8c"	"ENSMUSG00000054720"	"5"	105667254	105760884	"RNA"
"Lrrc8d"	"ENSMUSG00000046079"	"5"	105847835	105980302	"RNA"
"Lrrc8dos"	"ENSMUSG00000084878"	"5"	105962639	105966854	"RNA"
"Lrrd1"	"ENSMUSG00000040367"	"5"	3895173	3916596	"RNA"
"Lrriq3"	"ENSMUSG00000028182"	"3"	154799071	154899917	"RNA"
"Lrwd1"	"ENSMUSG00000029703"	"5"	136151626	136164928	"RNA"
"Lsm10"	"ENSMUSG00000050188"	"4"	125990416	125992377	"RNA"
"Lurap1"	"ENSMUSG00000028701"	"4"	115989603	116008535	"RNA"
"Lurap1l"	"ENSMUSG00000048706"	"4"	80828883	80873865	"RNA"
"Luzp1"	"ENSMUSG00000001089"	"4"	136197072	136282091	"RNA"
"Lxn"	"ENSMUSG00000047557"	"3"	67365331	67371259	"RNA"
"Lyar"	"ENSMUSG00000067367"	"5"	38377814	38391650	"RNA"
"Lyn"	"ENSMUSG00000042228"	"4"	3678115	3813122	"RNA"
"Lypla2"	"ENSMUSG00000028670"	"4"	135695535	135699937	"RNA"
"Lyrm2"	"ENSMUSG00000045854"	"4"	32800253	32801559	"RNA"
"Lysmd1"	"ENSMUSG00000053769"	"3"	95041399	95046829	"RNA"
"Lzic"	"ENSMUSG00000028990"	"4"	149569686	149581125	"RNA"
"Mab21l2"	"ENSMUSG00000057777"	"3"	86452888	86455590	"RNA"
"Mab21l3"	"ENSMUSG00000044313"	"3"	101720392	101756275	"RNA"
"Macf1"	"ENSMUSG00000028649"	"4"	123243426	123581331	"RNA"
"Maco1"	"ENSMUSG00000028826"	"4"	134530070	134580656	"RNA"
"Mad1l1"	"ENSMUSG00000029554"	"5"	139994444	140307307	"RNA"
"Mad2l2"	"ENSMUSG00000029003"	"4"	148214841	148230156	"RNA"
"Maea"	"ENSMUSG00000079562"	"5"	33492853	33530640	"RNA"
"Mafk"	"ENSMUSG00000018143"	"5"	139777268	139788408	"RNA"
"Magi2"	"ENSMUSG00000040003"	"5"	19432034	20909790	"RNA"
"Magi3"	"ENSMUSG00000052539"	"3"	103920575	104127690	"RNA"
"Magoh"	"ENSMUSG00000028609"	"4"	107736952	107744621	"RNA"
"Man1a2"	"ENSMUSG00000008763"	"3"	100469524	100592819	"RNA"
"Man1c1"	"ENSMUSG00000037306"	"4"	134289001	134431601	"RNA"
"Man2b2"	"ENSMUSG00000029119"	"5"	36964265	36987997	"RNA"
"Manba"	"ENSMUSG00000028164"	"3"	135191372	135277165	"RNA"
"Manea"	"ENSMUSG00000040520"	"4"	26324506	26346891	"RNA"
"Maneal"	"ENSMUSG00000042763"	"4"	124749032	124755964	"RNA"
"Map3k6"	"ENSMUSG00000028862"	"4"	132968129	132980240	"RNA"
"Map3k7"	"ENSMUSG00000028284"	"4"	31964097	32023467	"RNA"
"Map7d1"	"ENSMUSG00000028849"	"4"	126125960	126150136	"RNA"
"Map9"	"ENSMUSG00000033900"	"3"	82265351	82302575	"RNA"
"Mapk10"	"ENSMUSG00000046709"	"5"	103055814	103359200	"RNA"
"Mapkapk5"	"ENSMUSG00000029454"	"5"	121663101	121683968	"RNA"
"Mapre3"	"ENSMUSG00000029166"	"5"	30971985	31023450	"RNA"
"Marcksl1"	"ENSMUSG00000047945"	"4"	129407374	129409778	"RNA"
"Masp2"	"ENSMUSG00000028979"	"4"	148687011	148699956	"RNA"
"Mast2"	"ENSMUSG00000003810"	"4"	116163959	116321471	"RNA"
"Matn1"	"ENSMUSG00000040533"	"4"	130671696	130682786	"RNA"
"Mblac1"	"ENSMUSG00000049285"	"5"	138192576	138193883	"RNA"
"Mcl1"	"ENSMUSG00000038612"	"3"	95566099	95570487	"RNA"
"Mcm7"	"ENSMUSG00000029730"	"5"	138162845	138170684	"RNA"
"Mcoln2"	"ENSMUSG00000011008"	"3"	145855588	145901268	"RNA"
"Mcoln3"	"ENSMUSG00000036853"	"3"	145823205	145847561	"RNA"
"Mcub"	"ENSMUSG00000027994"	"3"	129708609	129763855	"RNA"
"Mdh2"	"ENSMUSG00000019179"	"5"	135807334	135819252	"RNA"
"Mdn1"	"ENSMUSG00000058006"	"4"	32657119	32775217	"RNA"
"Meaf6"	"ENSMUSG00000028863"	"4"	124978927	125007031	"RNA"
"Mecr"	"ENSMUSG00000028910"	"4"	131570781	131595097	"RNA"
"Med13l"	"ENSMUSG00000018076"	"5"	118698744	118903503	"RNA"
"Med18"	"ENSMUSG00000066042"	"4"	132186042	132191232	"RNA"
"Med28"	"ENSMUSG00000015804"	"5"	45677571	45686618	"RNA"
"Med8"	"ENSMUSG00000006392"	"4"	118266534	118272979	"RNA"
"Mef2d"	"ENSMUSG00000001419"	"3"	88049679	88079393	"RNA"
"Megf6"	"ENSMUSG00000057751"	"4"	154255187	154360170	"RNA"
"Megf9"	"ENSMUSG00000039270"	"4"	70345302	70453232	"RNA"
"Melk"	"ENSMUSG00000035683"	"4"	44300876	44364675	"RNA"
"Mepce"	"ENSMUSG00000029726"	"5"	137780168	137785917	"RNA"
"Mepe"	"ENSMUSG00000053863"	"5"	104473195	104486477	"RNA"
"Metap1"	"ENSMUSG00000005813"	"3"	138164717	138195276	"RNA"
"Mettl14"	"ENSMUSG00000028114"	"3"	123161946	123179757	"RNA"
"Mettl27"	"ENSMUSG00000040557"	"5"	134961222	134971491	"RNA"
"Mex3a"	"ENSMUSG00000074480"	"3"	88439702	88448703	"RNA"
"Mfap2"	"ENSMUSG00000060572"	"4"	140737729	140743295	"RNA"
"Mfn2"	"ENSMUSG00000029020"	"4"	147958056	147989161	"RNA"
"Mfsd1"	"ENSMUSG00000027775"	"3"	67490074	67511570	"RNA"
"Mfsd10"	"ENSMUSG00000001082"	"5"	34790986	34794556	"RNA"
"Mfsd14a"	"ENSMUSG00000089911"	"3"	116424813	116456326	"RNA"
"Mfsd2a"	"ENSMUSG00000028655"	"4"	122840643	122854981	"RNA"
"Mfsd7a"	"ENSMUSG00000029490"	"5"	108588920	108596966	"RNA"
"Miat"	"ENSMUSG00000097767"	"5"	112361094	112377261	"RNA"
"Mib2"	"ENSMUSG00000029060"	"4"	155739134	155753655	"RNA"
"Micall2"	"ENSMUSG00000036718"	"5"	139692451	139722091	"RNA"
"Micos10"	"ENSMUSG00000050608"	"4"	138829125	138858424	"RNA"
"Mier1"	"ENSMUSG00000028522"	"4"	102971587	103022951	"RNA"
"Miga1"	"ENSMUSG00000054942"	"3"	151979486	152046044	"RNA"
"Miip"	"ENSMUSG00000029022"	"4"	147945235	147953273	"RNA"
"Mindy1"	"ENSMUSG00000038712"	"3"	95188656	95203477	"RNA"
"Mknk1"	"ENSMUSG00000028708"	"4"	115696395	115736447	"RNA"
"Mlec"	"ENSMUSG00000048578"	"5"	115281040	115296238	"RNA"
"Mlf1"	"ENSMUSG00000048416"	"3"	67281430	67307336	"RNA"
"Mllt11"	"ENSMUSG00000053192"	"3"	95126446	95139482	"RNA"
"Mllt3"	"ENSMUSG00000028496"	"4"	87688162	87951601	"RNA"
"Mlxip"	"ENSMUSG00000038342"	"5"	123532861	123595995	"RNA"
"Mlxipl"	"ENSMUSG00000005373"	"5"	135118744	135167236	"RNA"
"Mmab"	"ENSMUSG00000029575"	"5"	114569095	114582121	"RNA"
"Mmachc"	"ENSMUSG00000028690"	"4"	116559476	116565603	"RNA"
"Mmd2"	"ENSMUSG00000039533"	"5"	142548113	142594555	"RNA"
"Mmel1"	"ENSMUSG00000058183"	"4"	154954042	154979985	"RNA"
"Mmp16"	"ENSMUSG00000028226"	"4"	17852893	18119145	"RNA"
"Mmp17"	"ENSMUSG00000029436"	"5"	129661233	129688163	"RNA"
"Mmp23"	"ENSMUSG00000029061"	"4"	155735112	155737841	"RNA"
"Mms22l"	"ENSMUSG00000045751"	"4"	24496451	24602950	"RNA"
"Mn1"	"ENSMUSG00000070576"	"5"	111565228	111604899	"RNA"
"Mnd1"	"ENSMUSG00000033752"	"3"	83995240	84063093	"RNA"
"Mnx1"	"ENSMUSG00000001566"	"5"	29678032	29683468	"RNA"
"Mob1b"	"ENSMUSG00000006262"	"5"	88868714	88912079	"RNA"
"Mob3b"	"ENSMUSG00000073910"	"4"	34949074	35157484	"RNA"
"Mob3c"	"ENSMUSG00000028709"	"4"	115685289	115693382	"RNA"
"Morn1"	"ENSMUSG00000029049"	"4"	155171034	155229962	"RNA"
"Morn3"	"ENSMUSG00000029477"	"5"	123173832	123185079	"RNA"
"Mos"	"ENSMUSG00000078365"	"4"	3870657	3872105	"RNA"
"Mospd3"	"ENSMUSG00000037221"	"5"	137594907	137599320	"RNA"
"Mov10"	"ENSMUSG00000002227"	"3"	104702152	104725879	"RNA"
"Mpdz"	"ENSMUSG00000028402"	"4"	81196737	81361052	"RNA"
"Mphosph9"	"ENSMUSG00000038126"	"5"	124389022	124466035	"RNA"
"Mpl"	"ENSMUSG00000006389"	"4"	118299612	118314710	"RNA"
"Mpv17"	"ENSMUSG00000107283"	"5"	31297998	31311595	"RNA"
"Mrfap1"	"ENSMUSG00000055302"	"5"	36952211	36954116	"RNA"
"Mrm2"	"ENSMUSG00000029557"	"5"	140313429	140317653	"RNA"
"Mroh7"	"ENSMUSG00000047502"	"4"	106537614	106588122	"RNA"
"Mrpl1"	"ENSMUSG00000029486"	"5"	96357352	96414586	"RNA"
"Mrpl20"	"ENSMUSG00000029066"	"4"	155887335	155894432	"RNA"
"Mrpl24"	"ENSMUSG00000019710"	"3"	87826813	87830979	"RNA"
"Mrpl33"	"ENSMUSG00000106918"	"5"	31754279	31821728	"RNA"
"Mrpl37"	"ENSMUSG00000028622"	"4"	106913071	106924065	"RNA"
"Mrpl50"	"ENSMUSG00000044018"	"4"	49512596	49521093	"RNA"
"Mrpl9"	"ENSMUSG00000028140"	"3"	94350625	94358437	"RNA"
"Mrps15"	"ENSMUSG00000028861"	"4"	125940718	125949325	"RNA"
"Mrps17"	"ENSMUSG00000034211"	"5"	129792561	129799620	"RNA"
"Mrps18c"	"ENSMUSG00000016833"	"5"	100946493	100952337	"RNA"
"Mrps21"	"ENSMUSG00000054312"	"3"	95769946	95778831	"RNA"
"Mrto4"	"ENSMUSG00000028741"	"4"	139074746	139079887	"RNA"
"Msantd1"	"ENSMUSG00000051246"	"5"	35065356	35081183	"RNA"
"Msantd3"	"ENSMUSG00000039693"	"4"	48539935	48561919	"RNA"
"Msh4"	"ENSMUSG00000005493"	"3"	153562786	153611775	"RNA"
"Msi1"	"ENSMUSG00000054256"	"5"	115567658	115593757	"RNA"
"Msmp"	"ENSMUSG00000078719"	"4"	43583216	43584494	"RNA"
"Msto1"	"ENSMUSG00000068922"	"3"	88812414	88821306	"RNA"
"Msx1"	"ENSMUSG00000048450"	"5"	37977829	37981927	"RNA"
"Mtap"	"ENSMUSG00000062937"	"4"	89055359	89099318	"RNA"
"Mterf1a"	"ENSMUSG00000040429"	"5"	3940581	3943933	"RNA"
"Mterf1b"	"ENSMUSG00000053178"	"5"	4242367	4247651	"RNA"
"Mtf1"	"ENSMUSG00000028890"	"4"	124695897	124743593	"RNA"
"Mtf2"	"ENSMUSG00000029267"	"5"	108213540	108256870	"RNA"
"Mtfr1l"	"ENSMUSG00000046671"	"4"	134252861	134262698	"RNA"
"Mthfd2l"	"ENSMUSG00000029376"	"5"	91078976	91169227	"RNA"
"Mthfr"	"ENSMUSG00000029009"	"4"	148123534	148144008	"RNA"
"Mtmr11"	"ENSMUSG00000045934"	"3"	96069321	96079034	"RNA"
"Mtor"	"ENSMUSG00000028991"	"4"	148533068	148642140	"RNA"
"Mttp"	"ENSMUSG00000028158"	"3"	137795615	137850729	"RNA"
"Mtx1"	"ENSMUSG00000064068"	"3"	89116388	89134395	"RNA"
"Muc1"	"ENSMUSG00000042784"	"3"	89136364	89140688	"RNA"
"Muc3"	"ENSMUSG00000037390"	"5"	137163770	137202830	"RNA"
"Muc3a"	"ENSMUSG00000094840"	"5"	137243270	137246852	"RNA"
"Mul1"	"ENSMUSG00000041241"	"4"	138161982	138169576	"RNA"
"Mup1"	"ENSMUSG00000078683"	"4"	60454011	60457959	"RNA"
"Mup10"	"ENSMUSG00000078680"	"4"	60534259	60538198	"RNA"
"Mup11"	"ENSMUSG00000073834"	"4"	60614465	60618410	"RNA"
"Mup12"	"ENSMUSG00000094793"	"4"	60693382	60697325	"RNA"
"Mup13"	"ENSMUSG00000089873"	"4"	61180306	61184285	"RNA"
"Mup14"	"ENSMUSG00000073830"	"4"	61256022	61259999	"RNA"
"Mup15"	"ENSMUSG00000096674"	"4"	61354027	61357980	"RNA"
"Mup16"	"ENSMUSG00000078675"	"4"	61433829	61437768	"RNA"
"Mup17"	"ENSMUSG00000096688"	"4"	61510166	61514108	"RNA"
"Mup18"	"ENSMUSG00000078674"	"4"	61588414	61592373	"RNA"
"Mup19"	"ENSMUSG00000078673"	"4"	61696561	61700506	"RNA"
"Mup2"	"ENSMUSG00000078688"	"4"	60135932	60154289	"RNA"
"Mup20"	"ENSMUSG00000078672"	"4"	61968471	61972395	"RNA"
"Mup21"	"ENSMUSG00000066153"	"4"	62066169	62069100	"RNA"
"Mup22"	"ENSMUSG00000110439"	"4"	60773588	60777462	"RNA"
"Mup3"	"ENSMUSG00000066154"	"4"	62001713	62005579	"RNA"
"Mup4"	"ENSMUSG00000041333"	"4"	59956804	59960710	"RNA"
"Mup5"	"ENSMUSG00000058523"	"4"	61749556	61753470	"RNA"
"Mup6"	"ENSMUSG00000078689"	"4"	59964294	60007274	"RNA"
"Mup7"	"ENSMUSG00000073842"	"4"	60066469	60070475	"RNA"
"Mup8"	"ENSMUSG00000078687"	"4"	60218621	60222599	"RNA"
"Mup9"	"ENSMUSG00000078686"	"4"	60374045	60377951	"RNA"
"Musk"	"ENSMUSG00000057280"	"4"	58285960	58374303	"RNA"
"Mutyh"	"ENSMUSG00000028687"	"4"	116664920	116676637	"RNA"
"Mvk"	"ENSMUSG00000041939"	"5"	114582330	114598652	"RNA"
"Mxd4"	"ENSMUSG00000037235"	"5"	34331227	34345064	"RNA"
"Mxra8"	"ENSMUSG00000029070"	"4"	155924137	155928545	"RNA"
"Mxra8os"	"ENSMUSG00000073679"	"4"	155923949	155924635	"RNA"
"Mybphl"	"ENSMUSG00000068745"	"3"	108272227	108287373	"RNA"
"Mycbp"	"ENSMUSG00000028647"	"4"	123798625	123806062	"RNA"
"Mycl"	"ENSMUSG00000028654"	"4"	122889445	122896278	"RNA"
"Myl10"	"ENSMUSG00000005474"	"5"	136722000	136729948	"RNA"
"Myl2"	"ENSMUSG00000013936"	"5"	122239014	122251535	"RNA"
"Myo18b"	"ENSMUSG00000072720"	"5"	112836742	113044228	"RNA"
"Myo1h"	"ENSMUSG00000066952"	"5"	114427227	114503418	"RNA"
