"mgi_symbol"	"ensembl_gene_id"	"chromosome_name"	"start_position"	"end_position"
"2507"	"Il18rap"	"ENSMUSG00000026068"	"1"	40554522	40590865
"2508"	"Il19"	"ENSMUSG00000016524"	"1"	130860393	130867852
"2509"	"Il1a"	"ENSMUSG00000027399"	"2"	129141530	129151892
"2510"	"Il1b"	"ENSMUSG00000027398"	"2"	129206490	129213059
"2511"	"Il1bos"	"ENSMUSG00000074805"	"2"	129211817	129217668
"2512"	"Il1f10"	"ENSMUSG00000046845"	"2"	24181208	24183832
"2513"	"Il1r1"	"ENSMUSG00000026072"	"1"	40264240	40356417
"2514"	"Il1r2"	"ENSMUSG00000026073"	"1"	40113239	40164391
"2515"	"Il1rl1"	"ENSMUSG00000026069"	"1"	40468730	40504575
"2516"	"Il1rl2"	"ENSMUSG00000070942"	"1"	40363770	40406722
"2517"	"Il1rn"	"ENSMUSG00000026981"	"2"	24226865	24241506
"2518"	"Il2"	"ENSMUSG00000027720"	"3"	37174672	37180108
"2519"	"Il20"	"ENSMUSG00000026416"	"1"	130834722	130839188
"2520"	"Il21"	"ENSMUSG00000027718"	"3"	37276908	37286785
"2521"	"Il24"	"ENSMUSG00000026420"	"1"	130809811	130815191
"2522"	"Il2ra"	"ENSMUSG00000026770"	"2"	11647618	11698004
"2523"	"Il7"	"ENSMUSG00000040329"	"3"	7635054	7678820
"2524"	"Ildr2"	"ENSMUSG00000040612"	"1"	166081708	166144392
"2525"	"Ilkap"	"ENSMUSG00000026309"	"1"	91301583	91326537
"2526"	"Immp1l"	"ENSMUSG00000042670"	"2"	105734983	105795903
"2527"	"Imp4"	"ENSMUSG00000026127"	"1"	34478932	34488437
"2528"	"Impa1"	"ENSMUSG00000027531"	"3"	10377016	10396499
"2529"	"Inafm2"	"ENSMUSG00000074918"	"2"	118576239	118579291
"2530"	"Inava"	"ENSMUSG00000041605"	"1"	136141269	136162002
"2531"	"Ing5"	"ENSMUSG00000026283"	"1"	93731687	93749823
"2532"	"Inha"	"ENSMUSG00000032968"	"1"	75483721	75487010
"2533"	"Inhbb"	"ENSMUSG00000037035"	"1"	119343195	119349978
"2534"	"Ino80"	"ENSMUSG00000034154"	"2"	119203523	119308168
"2535"	"Ino80d"	"ENSMUSG00000040865"	"1"	62997577	63153849
"2536"	"Ino80dos"	"ENSMUSG00000084799"	"1"	63152237	63197452
"2537"	"Inpp1"	"ENSMUSG00000026102"	"1"	52824586	52856847
"2538"	"Inpp4a"	"ENSMUSG00000026113"	"1"	37338946	37449817
"2539"	"Inpp5d"	"ENSMUSG00000026288"	"1"	87548034	87648229
"2540"	"Inpp5e"	"ENSMUSG00000026925"	"2"	26286261	26299215
"2541"	"Insig2"	"ENSMUSG00000003721"	"1"	121232082	121260318
"2542"	"Insm1"	"ENSMUSG00000068154"	"2"	146063841	146066940
"2543"	"Ints7"	"ENSMUSG00000037461"	"1"	191307748	191355800
"2544"	"Intu"	"ENSMUSG00000060798"	"3"	40585435	40659204
"2545"	"Ipo9"	"ENSMUSG00000041879"	"1"	135310050	135358237
"2546"	"Iqca"	"ENSMUSG00000026301"	"1"	89969854	90081123
"2547"	"Irf6"	"ENSMUSG00000026638"	"1"	192835419	192854331
"2548"	"Irs1"	"ENSMUSG00000055980"	"1"	82210822	82269137
"2549"	"Ism1"	"ENSMUSG00000074766"	"2"	139520098	139600501
"2550"	"Itch"	"ENSMUSG00000027598"	"2"	154975429	155068775
"2551"	"Itga4"	"ENSMUSG00000027009"	"2"	79085770	79163467
"2552"	"Itga6"	"ENSMUSG00000027111"	"2"	71575960	71688760
"2553"	"Itga8"	"ENSMUSG00000026768"	"2"	12111443	12306733
"2554"	"Itgav"	"ENSMUSG00000027087"	"2"	83554741	83637260
"2555"	"Itgb6"	"ENSMUSG00000026971"	"2"	60428636	60552987
"2556"	"Itih2"	"ENSMUSG00000037254"	"2"	10099404	10136207
"2557"	"Itih5"	"ENSMUSG00000025780"	"2"	10158382	10261340
"2558"	"Itln1"	"ENSMUSG00000038209"	"1"	171345690	171362862
"2559"	"Itm2c"	"ENSMUSG00000026223"	"1"	85822002	85836396
"2560"	"Itpa"	"ENSMUSG00000074797"	"2"	130509530	130523534
"2561"	"Itpka"	"ENSMUSG00000027296"	"2"	119572818	119581744
"2562"	"Itpkb"	"ENSMUSG00000038855"	"1"	180158050	180252367
"2563"	"Itprid2"	"ENSMUSG00000027007"	"2"	79465696	79503310
"2564"	"Itpripl1"	"ENSMUSG00000074825"	"2"	126980692	126985362
"2565"	"Ivd"	"ENSMUSG00000027332"	"2"	118692435	118713390
"2566"	"Ivns1abp"	"ENSMUSG00000023150"	"1"	151220228	151240173
"2567"	"Jade1"	"ENSMUSG00000025764"	"3"	41510166	41571299
"2568"	"Jag1"	"ENSMUSG00000027276"	"2"	136923376	136958564
"2569"	"Jmjd7"	"ENSMUSG00000098789"	"2"	119857964	119863075
"2570"	"Jph1"	"ENSMUSG00000042686"	"1"	17034784	17168113
"2571"	"Jph2"	"ENSMUSG00000017817"	"2"	163178162	163239913
"2572"	"Kansl1l"	"ENSMUSG00000026004"	"1"	66758407	66856721
"2573"	"Kansl3"	"ENSMUSG00000010453"	"1"	36374811	36408262
"2574"	"Kat14"	"ENSMUSG00000027425"	"2"	144210903	144249596
"2575"	"Katnbl1"	"ENSMUSG00000027132"	"2"	112209556	112244585
"2576"	"Kbtbd4"	"ENSMUSG00000005505"	"2"	90735084	90741970
"2577"	"Kcna4"	"ENSMUSG00000042604"	"2"	107120984	107128847
"2578"	"Kcnab1"	"ENSMUSG00000027827"	"3"	64856617	65285644
"2579"	"Kcnb1"	"ENSMUSG00000050556"	"2"	166937889	167032075
"2580"	"Kcnb2"	"ENSMUSG00000092083"	"1"	15357478	15793974
"2581"	"Kcne4"	"ENSMUSG00000047330"	"1"	78794475	78797745
"2582"	"Kcng1"	"ENSMUSG00000074575"	"2"	168102037	168123656
"2583"	"Kcnh1"	"ENSMUSG00000058248"	"1"	191873082	192192467
"2584"	"Kcnh7"	"ENSMUSG00000059742"	"2"	62523758	63014631
"2585"	"Kcnip3"	"ENSMUSG00000079056"	"2"	127298418	127364014
"2586"	"Kcnj10"	"ENSMUSG00000044708"	"1"	172168777	172201652
"2587"	"Kcnj13"	"ENSMUSG00000079436"	"1"	87314085	87322451
"2588"	"Kcnj3"	"ENSMUSG00000026824"	"2"	55325982	55488157
"2589"	"Kcnj9"	"ENSMUSG00000038026"	"1"	172148068	172156885
"2590"	"Kcnk15"	"ENSMUSG00000035238"	"2"	163695571	163701666
"2591"	"Kcnk2"	"ENSMUSG00000037624"	"1"	188940127	189134470
"2592"	"Kcnmb2"	"ENSMUSG00000037610"	"3"	31956656	32254329
"2593"	"Kcnmb3"	"ENSMUSG00000091091"	"3"	32525737	32546380
"2594"	"Kcnq2"	"ENSMUSG00000016346"	"2"	180717372	180777093
"2595"	"Kcnq5"	"ENSMUSG00000028033"	"1"	21468627	22032166
"2596"	"Kcns1"	"ENSMUSG00000040164"	"2"	164005539	164013033
"2597"	"Kcnt1"	"ENSMUSG00000058740"	"2"	25753746	25808285
"2598"	"Kcnt2"	"ENSMUSG00000052726"	"1"	140173896	140539805
"2599"	"Kctd18"	"ENSMUSG00000054770"	"1"	57994260	58058115
"2600"	"Kctd3"	"ENSMUSG00000026608"	"1"	188703292	188740038
"2601"	"Kdm5b"	"ENSMUSG00000042207"	"1"	134487909	134563023
"2602"	"Kdsr"	"ENSMUSG00000009905"	"1"	106648189	106687457
"2603"	"Khdc1a"	"ENSMUSG00000067750"	"1"	21419865	21422424
"2604"	"Khdc1b"	"ENSMUSG00000085079"	"1"	21453780	21456597
"2605"	"Khdc1c"	"ENSMUSG00000041722"	"1"	21438555	21441069
"2606"	"Khdrbs2"	"ENSMUSG00000026058"	"1"	32211795	32697649
"2607"	"Kif14"	"ENSMUSG00000041498"	"1"	136394081	136459249
"2608"	"Kif16b"	"ENSMUSG00000038844"	"2"	142459394	142743451
"2609"	"Kif16bos"	"ENSMUSG00000086504"	"2"	142744885	142745492
"2610"	"Kif18a"	"ENSMUSG00000027115"	"2"	109111083	109172092
"2611"	"Kif1a"	"ENSMUSG00000014602"	"1"	92943186	93029673
"2612"	"Kif21b"	"ENSMUSG00000041642"	"1"	136059127	136105736
"2613"	"Kif26b"	"ENSMUSG00000026494"	"1"	178356690	178766765
"2614"	"Kif28"	"ENSMUSG00000087236"	"1"	179522862	179572836
"2615"	"Kif3b"	"ENSMUSG00000027475"	"2"	153133333	153175310
"2616"	"Kif5c"	"ENSMUSG00000026764"	"2"	49509310	49664790
"2617"	"Kifap3"	"ENSMUSG00000026585"	"1"	163607152	163744678
"2618"	"Kin"	"ENSMUSG00000037262"	"2"	10085404	10097617
"2619"	"Kiss1"	"ENSMUSG00000116158"	"1"	133254950	133257460
"2620"	"Kiz"	"ENSMUSG00000074749"	"2"	146697784	146812017
"2621"	"Klf7"	"ENSMUSG00000025959"	"1"	64068606	64161441
"2622"	"Klhdc8a"	"ENSMUSG00000042115"	"1"	132226364	132235095
"2623"	"Klhdc9"	"ENSMUSG00000045259"	"1"	171186014	171188366
"2624"	"Klhl12"	"ENSMUSG00000026455"	"1"	134383269	134418756
"2625"	"Klhl20"	"ENSMUSG00000026705"	"1"	160915945	160959081
"2626"	"Klhl23"	"ENSMUSG00000042155"	"2"	69652288	69666995
"2627"	"Klhl30"	"ENSMUSG00000026308"	"1"	91278738	91290138
"2628"	"Klhl41"	"ENSMUSG00000075307"	"2"	69500464	69514574
"2629"	"Kmo"	"ENSMUSG00000039783"	"1"	175447947	175489682
"2630"	"Knl1"	"ENSMUSG00000027326"	"2"	118877600	118935982
"2631"	"Knstrn"	"ENSMUSG00000027331"	"2"	118644484	118684438
"2632"	"Krtap28-10"	"ENSMUSG00000100190"	"1"	83019245	83020201
"2633"	"Krtap28-13"	"ENSMUSG00000101315"	"1"	83038651	83039642
"2634"	"Kyat1"	"ENSMUSG00000039648"	"2"	30075136	30095859
"2635"	"Kynu"	"ENSMUSG00000026866"	"2"	43445341	43572734
"2636"	"L3mbtl1"	"ENSMUSG00000035576"	"2"	162785392	162816442
"2637"	"Lactb2"	"ENSMUSG00000025937"	"1"	13693554	13730770
"2638"	"Lad1"	"ENSMUSG00000041782"	"1"	135746336	135761080
"2639"	"Lama5"	"ENSMUSG00000015647"	"2"	179818166	179867652
"2640"	"Lamb3"	"ENSMUSG00000026639"	"1"	192890007	193026186
"2641"	"Lamc1"	"ENSMUSG00000026478"	"1"	153094668	153208532
"2642"	"Lamc2"	"ENSMUSG00000026479"	"1"	152998502	153062193
"2643"	"Lamc3"	"ENSMUSG00000026840"	"2"	31777303	31836551
"2644"	"Lamp5"	"ENSMUSG00000027270"	"2"	135894159	135911837
"2645"	"Lancl1"	"ENSMUSG00000026000"	"1"	67039676	67078031
"2646"	"Large2"	"ENSMUSG00000040434"	"2"	92195391	92205214
"2647"	"Larp1b"	"ENSMUSG00000025762"	"3"	40904263	40994669
"2648"	"Lax1"	"ENSMUSG00000051998"	"1"	133606829	133617846
"2649"	"Lbp"	"ENSMUSG00000016024"	"2"	158148413	158174772
"2650"	"Lbr"	"ENSMUSG00000004880"	"1"	181642900	181670611
"2651"	"Lcmt2"	"ENSMUSG00000074890"	"2"	120958788	120971134
"2652"	"Lcn10"	"ENSMUSG00000047356"	"2"	25572738	25576093
"2653"	"Lcn11"	"ENSMUSG00000069080"	"2"	25667029	25670291
"2654"	"Lcn12"	"ENSMUSG00000026943"	"2"	25380857	25383923
"2655"	"Lcn2"	"ENSMUSG00000026822"	"2"	32274645	32278264
"2656"	"Lcn3"	"ENSMUSG00000026936"	"2"	25655581	25658111
"2657"	"Lcn4"	"ENSMUSG00000026919"	"2"	26557686	26561294
"2658"	"Lcn5"	"ENSMUSG00000026937"	"2"	25547964	25551989
"2659"	"Lcn6"	"ENSMUSG00000045684"	"2"	25566798	25571620
"2660"	"Lcn8"	"ENSMUSG00000036449"	"2"	25543132	25546229
"2661"	"Lcn9"	"ENSMUSG00000023210"	"2"	25713165	25715549
"2662"	"Lct"	"ENSMUSG00000026354"	"1"	128212493	128256055
"2663"	"Ldlrad3"	"ENSMUSG00000048058"	"2"	101780548	102016730
"2664"	"Lefty1"	"ENSMUSG00000038793"	"1"	180762587	180765965
"2665"	"Lefty2"	"ENSMUSG00000066652"	"1"	180720673	180726668
"2666"	"Lekr1"	"ENSMUSG00000074579"	"3"	65573649	65738776
"2667"	"Lemd1"	"ENSMUSG00000079330"	"1"	132119169	132186965
"2668"	"Lgr4"	"ENSMUSG00000050199"	"2"	109747992	109844602
"2669"	"Lgr6"	"ENSMUSG00000042793"	"1"	134911039	135033014
"2670"	"Lgsn"	"ENSMUSG00000050217"	"1"	31215482	31243806
"2671"	"Lhfp"	"ENSMUSG00000048332"	"3"	52948949	53169100
"2672"	"Lhx2"	"ENSMUSG00000000247"	"2"	38229293	38259745
"2673"	"Lhx3"	"ENSMUSG00000026934"	"2"	26090224	26098301
"2674"	"Lhx4"	"ENSMUSG00000026468"	"1"	155573777	155627430
"2675"	"Lhx6"	"ENSMUSG00000026890"	"2"	35971965	35995420
"2676"	"Lhx9"	"ENSMUSG00000019230"	"1"	138752924	138776315
"2677"	"Lime1"	"ENSMUSG00000090077"	"2"	181021871	181025421
"2678"	"Lin7c"	"ENSMUSG00000027162"	"2"	109721198	109731348
"2679"	"Lin9"	"ENSMUSG00000058729"	"1"	180468715	180518259
"2680"	"Lipt1"	"ENSMUSG00000037216"	"1"	37910819	37915309
"2681"	"Lkaaear1"	"ENSMUSG00000045794"	"2"	181338586	181340235
"2682"	"Lman2l"	"ENSMUSG00000001143"	"1"	36458952	36484352
"2683"	"Lmbrd1"	"ENSMUSG00000073725"	"1"	24717711	24805382
"2684"	"Lmo2"	"ENSMUSG00000032698"	"2"	103788331	103812223
"2685"	"Lmod1"	"ENSMUSG00000048096"	"1"	135252545	135295803
"2686"	"Lmx1a"	"ENSMUSG00000026686"	"1"	167516806	167676310
"2687"	"Lmx1b"	"ENSMUSG00000038765"	"2"	33450977	33530620
"2688"	"Lnpk"	"ENSMUSG00000009207"	"2"	74350635	74409779
"2689"	"Lonrf2"	"ENSMUSG00000048814"	"1"	38832726	38875792
"2690"	"Lpcat4"	"ENSMUSG00000027134"	"2"	112069813	112077456
"2691"	"Lpgat1"	"ENSMUSG00000026623"	"1"	191449946	191516367
"2692"	"Lpin3"	"ENSMUSG00000027412"	"2"	160722590	160747922
"2693"	"Lrp1b"	"ENSMUSG00000049252"	"2"	40485258	42543636
"2694"	"Lrp2"	"ENSMUSG00000027070"	"2"	69254684	69416409
"2695"	"Lrp4"	"ENSMUSG00000027253"	"2"	91287856	91344124
"2696"	"Lrrc26"	"ENSMUSG00000026961"	"2"	25179927	25181192
"2697"	"Lrrc31"	"ENSMUSG00000074653"	"3"	30732703	30753992
"2698"	"Lrrc34"	"ENSMUSG00000027702"	"3"	30678416	30702018
"2699"	"Lrrc4c"	"ENSMUSG00000050587"	"2"	96148514	97462011
"2700"	"Lrrc52"	"ENSMUSG00000040485"	"1"	167273238	167294349
"2701"	"Lrrc55"	"ENSMUSG00000075224"	"2"	84992678	85027541
"2702"	"Lrrc57"	"ENSMUSG00000027286"	"2"	120434719	120440001
"2703"	"Lrrc8a"	"ENSMUSG00000007476"	"2"	30127727	30153802
"2704"	"Lrrcc1"	"ENSMUSG00000027550"	"3"	14598848	14637718
"2705"	"Lrrfip1"	"ENSMUSG00000026305"	"1"	90926459	91056666
"2706"	"Lrriq4"	"ENSMUSG00000027703"	"3"	30698656	30726580
"2707"	"Lrrn2"	"ENSMUSG00000026443"	"1"	132808011	132867743
"2708"	"Lrrn4"	"ENSMUSG00000043110"	"2"	132710225	132722811
"2709"	"Lrsam1"	"ENSMUSG00000026792"	"2"	32815228	32851626
"2710"	"Lsm14b"	"ENSMUSG00000039108"	"2"	179666780	179677258
"2711"	"Ltk"	"ENSMUSG00000027297"	"2"	119581801	119590912
"2712"	"Ly75"	"ENSMUSG00000026980"	"2"	60122447	60213647
"2713"	"Ly9"	"ENSMUSG00000004707"	"1"	171416192	171434978
"2714"	"Ly96"	"ENSMUSG00000025779"	"1"	16758275	16779835
"2715"	"Lyg1"	"ENSMUSG00000026085"	"1"	37985817	37996840
"2716"	"Lyg2"	"ENSMUSG00000061584"	"1"	37945004	37955574
"2717"	"Lypd1"	"ENSMUSG00000026344"	"1"	125795359	125840838
"2718"	"Lypd6"	"ENSMUSG00000050447"	"2"	49956441	50083581
"2719"	"Lypd6b"	"ENSMUSG00000026765"	"2"	49677700	49838861
"2720"	"Lypla1"	"ENSMUSG00000025903"	"1"	4878011	4918633
"2721"	"Lyplal1"	"ENSMUSG00000039246"	"1"	185819928	185849507
"2722"	"Lzts3"	"ENSMUSG00000037703"	"2"	130474759	130484723
"2723"	"Mab21l1"	"ENSMUSG00000056947"	"3"	55689931	55692422
"2724"	"Mab21l4"	"ENSMUSG00000034159"	"1"	93079071	93088670
"2725"	"Macrod2"	"ENSMUSG00000068205"	"2"	140237229	142234886
"2726"	"Macrod2os1"	"ENSMUSG00000086450"	"2"	141072351	141128911
"2727"	"Macrod2os2"	"ENSMUSG00000074763"	"2"	141071590	141077346
"2728"	"Madd"	"ENSMUSG00000040687"	"2"	90967705	91014182
"2729"	"Mael"	"ENSMUSG00000040629"	"1"	166028770	166066316
"2730"	"Mafb"	"ENSMUSG00000074622"	"2"	160205623	160208985
"2731"	"Mageb3"	"ENSMUSG00000074881"	"2"	121784233	121786573
"2732"	"Maip1"	"ENSMUSG00000025971"	"1"	57445487	57457112
"2733"	"Mal"	"ENSMUSG00000027375"	"2"	127475146	127498615
"2734"	"Mall"	"ENSMUSG00000027377"	"2"	127546306	127571852
"2735"	"Malrd1"	"ENSMUSG00000075520"	"2"	15531290	16260366
"2736"	"Mamdc4"	"ENSMUSG00000026941"	"2"	25453127	25464857
"2737"	"Maml3"	"ENSMUSG00000061143"	"3"	51593328	52012497
"2738"	"Man1b1"	"ENSMUSG00000036646"	"2"	25222350	25242224
"2739"	"Manbal"	"ENSMUSG00000063019"	"2"	157209514	157238683
"2740"	"Mannr"	"ENSMUSG00000102590"	"3"	29945136	29978348
"2741"	"Map1a"	"ENSMUSG00000027254"	"2"	121120081	121141313
"2742"	"Map1lc3a"	"ENSMUSG00000027602"	"2"	155118217	155119993
"2743"	"Map2"	"ENSMUSG00000015222"	"1"	66214432	66481742
"2744"	"Map3k19"	"ENSMUSG00000051590"	"1"	127742528	127782768
"2745"	"Map3k20"	"ENSMUSG00000004085"	"2"	72115981	72272954
"2746"	"Map4k4"	"ENSMUSG00000026074"	"1"	39940073	40065470
"2747"	"Mapk8ip1"	"ENSMUSG00000027223"	"2"	92214021	92231608
"2748"	"Mapkap1"	"ENSMUSG00000038696"	"2"	34296783	34514962
"2749"	"Mapkapk2"	"ENSMUSG00000016528"	"1"	130981437	131025563
"2750"	"Mapkbp1"	"ENSMUSG00000033902"	"2"	119803180	119857889
"2751"	"Mapre1"	"ENSMUSG00000027479"	"2"	153583194	153615230
"2752"	"Marco"	"ENSMUSG00000026390"	"1"	120402267	120432753
"2753"	"Mark1"	"ENSMUSG00000026620"	"1"	184628986	184731767
"2754"	"Mars2"	"ENSMUSG00000046994"	"1"	55276336	55287629
"2755"	"Mastl"	"ENSMUSG00000026779"	"2"	23005618	23046036
"2756"	"Matn4"	"ENSMUSG00000016995"	"2"	164231313	164247080
"2757"	"Mavs"	"ENSMUSG00000037523"	"2"	131075983	131089945
"2758"	"Mbd5"	"ENSMUSG00000036792"	"2"	48839520	49215417
"2759"	"Mbnl1"	"ENSMUSG00000027763"	"3"	60380251	60537171
"2760"	"Mc3r"	"ENSMUSG00000038537"	"2"	172090412	172093034
"2761"	"Mccc1"	"ENSMUSG00000027709"	"3"	36013461	36054827
"2762"	"Mccc1os"	"ENSMUSG00000086392"	"3"	36053982	36079255
"2763"	"Mcm10"	"ENSMUSG00000026669"	"2"	4994525	5017602
"2764"	"Mcm3"	"ENSMUSG00000041859"	"1"	20873192	20890536
"2765"	"Mcm6"	"ENSMUSG00000026355"	"1"	128259327	128287401
"2766"	"Mcm8"	"ENSMUSG00000027353"	"2"	132658061	132686117
"2767"	"Mcmdc2"	"ENSMUSG00000046101"	"1"	9978863	10012310
"2768"	"Mcts2"	"ENSMUSG00000042814"	"2"	152528955	152529866
"2769"	"Mdh1b"	"ENSMUSG00000025963"	"1"	63737978	63769477
"2770"	"Mdk"	"ENSMUSG00000027239"	"2"	91760150	91762642
"2771"	"Mdm4"	"ENSMUSG00000054387"	"1"	132887222	132958299
"2772"	"Mecom"	"ENSMUSG00000027684"	"3"	30005445	30602157
"2773"	"Mecomos"	"ENSMUSG00000085702"	"3"	30066353	30108957
"2774"	"Med12l"	"ENSMUSG00000056476"	"3"	58913246	59226103
"2775"	"Med19"	"ENSMUSG00000027080"	"2"	84508746	84518559
"2776"	"Med22"	"ENSMUSG00000015776"	"2"	26795274	26800689
"2777"	"Med27"	"ENSMUSG00000026799"	"2"	29236831	29414805
"2778"	"Meig1"	"ENSMUSG00000026650"	"2"	3410080	3423685
"2779"	"Meis2"	"ENSMUSG00000027210"	"2"	115693545	115896320
"2780"	"Mertk"	"ENSMUSG00000014361"	"2"	128540876	128644814
"2781"	"Metap1d"	"ENSMUSG00000041921"	"2"	71283620	71355538
"2782"	"Mettl11b"	"ENSMUSG00000040113"	"1"	163529825	163552801
"2783"	"Mettl15"	"ENSMUSG00000057234"	"2"	108922642	109111093
"2784"	"Mettl18"	"ENSMUSG00000041396"	"1"	163822458	163824812
"2785"	"Mettl21a"	"ENSMUSG00000025956"	"1"	64645632	64656401
"2786"	"Mettl21c"	"ENSMUSG00000047343"	"1"	44048568	44059194
"2787"	"Mettl21e"	"ENSMUSG00000046828"	"1"	44243230	44258121
"2788"	"Mettl5"	"ENSMUSG00000051730"	"2"	69701542	69715959
"2789"	"Mettl5os"	"ENSMUSG00000085735"	"2"	69716072	69718499
"2790"	"Mettl8"	"ENSMUSG00000041975"	"2"	70794905	70885927
"2791"	"Mfap1a"	"ENSMUSG00000068479"	"2"	121322392	121337146
"2792"	"Mfap1b"	"ENSMUSG00000048222"	"2"	121290716	121304548
"2793"	"Mff"	"ENSMUSG00000026150"	"1"	82702611	82730115
"2794"	"Mfn1"	"ENSMUSG00000027668"	"3"	32583614	32633388
"2795"	"Mfsd4a"	"ENSMUSG00000059149"	"1"	131950544	131995800
"2796"	"Mfsd6"	"ENSMUSG00000041439"	"1"	52695445	52766621
"2797"	"Mfsd8"	"ENSMUSG00000025759"	"3"	40772538	40801321
"2798"	"Mfsd9"	"ENSMUSG00000041945"	"1"	40811198	40829847
"2799"	"Mga"	"ENSMUSG00000033943"	"2"	119727709	119800062
"2800"	"Mgarp"	"ENSMUSG00000037161"	"3"	51295833	51304159
"2801"	"Mgat4a"	"ENSMUSG00000026110"	"1"	37478421	37580097
"2802"	"Mgat4e"	"ENSMUSG00000046367"	"1"	134468679	134477420
"2803"	"Mgat5"	"ENSMUSG00000036155"	"1"	127132752	127416073
"2804"	"Mgme1"	"ENSMUSG00000027424"	"2"	144112583	144123147
"2805"	"Mgst2"	"ENSMUSG00000074604"	"3"	51567781	51590098
"2806"	"Mgst3"	"ENSMUSG00000026688"	"1"	167199535	167221410
"2807"	"Mia3"	"ENSMUSG00000056050"	"1"	183107682	183150894
"2808"	"Miga2"	"ENSMUSG00000026858"	"2"	30254245	30275533
"2809"	"Mindy3"	"ENSMUSG00000026767"	"2"	12352074	12424281
"2810"	"Mindy4b-ps"	"ENSMUSG00000101860"	"3"	58695828	58729732
"2811"	"Mir124-2hg"	"ENSMUSG00000100252"	"3"	17843892	17863134
"2812"	"Mir205hg"	"ENSMUSG00000097850"	"1"	193189546	193192482
"2813"	"Mir670hg"	"ENSMUSG00000075020"	"2"	93990980	94095374
"2814"	"Mitd1"	"ENSMUSG00000026088"	"1"	37913882	37929492
"2815"	"Mixl1"	"ENSMUSG00000026497"	"1"	180520608	180524599
"2816"	"Mkks"	"ENSMUSG00000027274"	"2"	136715700	136733309
"2817"	"Mllt10"	"ENSMUSG00000026743"	"2"	18060048	18217199
"2818"	"Mlph"	"ENSMUSG00000026303"	"1"	90842807	90878864
"2819"	"Mmadhc"	"ENSMUSG00000026766"	"2"	50169893	50186813
"2820"	"Mme"	"ENSMUSG00000027820"	"3"	63148958	63293451
"2821"	"Mmp24"	"ENSMUSG00000027612"	"2"	155617262	155660286
"2822"	"Mmp9"	"ENSMUSG00000017737"	"2"	164782700	164797770
"2823"	"Mndal"	"ENSMUSG00000090272"	"1"	173676692	173708447
"2824"	"Mob4"	"ENSMUSG00000025979"	"1"	55170390	55194058
"2825"	"Mocs3"	"ENSMUSG00000074576"	"2"	168072542	168074514
"2826"	"Mogat1"	"ENSMUSG00000012187"	"1"	78487628	78514810
"2827"	"Morn5"	"ENSMUSG00000026894"	"2"	35939470	35969730
"2828"	"Morrbid"	"ENSMUSG00000074813"	"2"	128020239	128344685
"2829"	"Mpc2"	"ENSMUSG00000026568"	"1"	165288206	165308783
"2830"	"Mpp4"	"ENSMUSG00000079550"	"1"	59160094	59202548
"2831"	"Mpped2"	"ENSMUSG00000016386"	"2"	106523614	106698701
"2832"	"Mptx1"	"ENSMUSG00000026531"	"1"	174158084	174160439
"2833"	"Mptx2"	"ENSMUSG00000079180"	"1"	173101949	173105344
"2834"	"Mpz"	"ENSMUSG00000056569"	"1"	170978280	170988699
"2835"	"Mpzl1"	"ENSMUSG00000026566"	"1"	165419809	165462107
"2836"	"Mr1"	"ENSMUSG00000026471"	"1"	155003023	155022560
"2837"	"Mrc1"	"ENSMUSG00000026712"	"2"	14234203	14336868
"2838"	"Mreg"	"ENSMUSG00000039395"	"1"	72198601	72251466
"2839"	"Mrgbp"	"ENSMUSG00000027569"	"2"	180223097	180228097
"2840"	"Mroh2a"	"ENSMUSG00000079429"	"1"	88154708	88190011
"2841"	"Mroh3"	"ENSMUSG00000087230"	"1"	136109390	136140566
"2842"	"Mroh8"	"ENSMUSG00000074627"	"2"	157050470	157121469
"2843"	"Mroh9"	"ENSMUSG00000071890"	"1"	162851871	162913239
"2844"	"Mrpl15"	"ENSMUSG00000033845"	"1"	4843429	4855962
"2845"	"Mrpl30"	"ENSMUSG00000026087"	"1"	37929558	37937616
"2846"	"Mrpl41"	"ENSMUSG00000036850"	"2"	24864129	24865110
"2847"	"Mrpl44"	"ENSMUSG00000026248"	"1"	79753735	79759162
"2848"	"Mrpl47"	"ENSMUSG00000037531"	"3"	32779546	32791754
"2849"	"Mrps14"	"ENSMUSG00000058267"	"1"	160022785	160029740
"2850"	"Mrps2"	"ENSMUSG00000035772"	"2"	28358078	28361190
"2851"	"Mrps26"	"ENSMUSG00000037740"	"2"	130405662	130410615
"2852"	"Mrps28"	"ENSMUSG00000040269"	"3"	8867206	8988978
"2853"	"Mrps5"	"ENSMUSG00000027374"	"2"	127429142	127448749
"2854"	"Mrps9"	"ENSMUSG00000060679"	"1"	42890393	42944843
"2855"	"Mrrf"	"ENSMUSG00000026887"	"2"	36026401	36080659
"2856"	"Msc"	"ENSMUSG00000025930"	"1"	14823570	14826216
"2857"	"Msrb2"	"ENSMUSG00000023094"	"2"	19376251	19399787
"2858"	"Mstn"	"ENSMUSG00000026100"	"1"	53100799	53107238
"2859"	"Mtch2"	"ENSMUSG00000027282"	"2"	90677499	90697154
"2860"	"Mterf4"	"ENSMUSG00000026273"	"1"	93226933	93233637
"2861"	"Mtfr1"	"ENSMUSG00000027601"	"3"	19241491	19274981
"2862"	"Mtg2"	"ENSMUSG00000039069"	"2"	179712381	179727695
"2863"	"Mtln"	"ENSMUSG00000051319"	"2"	127633308	127634408
